PropName,BladeName,Family,B,D,P,J,N,CT,CP,eta
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.442,3001.0,0.0089,0.0209,0.189
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.487,3001.0,-0.0024,0.0188,-0.063
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.53,3001.0,-0.0136,0.0168,-0.428
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.572,3001.0,-0.0254,0.0146,-0.994
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.614,3001.0,-0.0372,0.0123,-1.849
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.663,3001.0,-0.0514,0.0093,-3.666
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.703,3001.0,-0.0638,0.0066,-6.761
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.131,3999.0,0.0712,0.0296,0.315
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.162,3999.0,0.0674,0.0292,0.373
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.195,3999.0,0.0623,0.0287,0.423
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.233,3999.0,0.056,0.0279,0.466
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.264,3999.0,0.0506,0.0272,0.491
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.299,3999.0,0.044,0.0263,0.501
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.329,3999.0,0.0378,0.0254,0.49
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.361,3999.0,0.0308,0.0243,0.458
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.394,3999.0,0.0234,0.0232,0.397
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.426,3999.0,0.0154,0.0219,0.301
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.464,3999.0,0.0062,0.0202,0.142
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.497,3999.0,-0.0024,0.0187,-0.064
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.529,3999.0,-0.0108,0.0171,-0.335
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.562,3999.0,-0.0201,0.0154,-0.73
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.594,3999.0,-0.0294,0.0136,-1.283
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.621,3999.0,-0.0371,0.012,-1.915
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.656,3999.0,-0.0475,0.0098,-3.166
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.555,4000.0,-0.0186,0.0157,-0.657
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.588,4000.0,-0.0284,0.0138,-1.213
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.622,4000.0,-0.038,0.0117,-2.017
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.656,4000.0,-0.0478,0.0097,-3.241
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.686,4000.0,-0.0572,0.0076,-5.156
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.106,5004.0,0.0788,0.0312,0.268
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.133,5004.0,0.0753,0.0309,0.325
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.158,5004.0,0.0717,0.0305,0.371
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.184,5004.0,0.0679,0.0301,0.415
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.21,5004.0,0.0637,0.0296,0.453
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.238,5004.0,0.0588,0.0288,0.486
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.264,5004.0,0.0544,0.0281,0.51
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.292,5004.0,0.049,0.0273,0.525
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.316,5004.0,0.0441,0.0265,0.526
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.344,5004.0,0.0383,0.0257,0.514
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.37,5004.0,0.0322,0.0247,0.483
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.397,5004.0,0.0258,0.0236,0.434
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.419,5004.0,0.0206,0.0227,0.379
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.446,5004.0,0.0139,0.0216,0.287
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.472,5004.0,0.0068,0.0203,0.158
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.497,5004.0,0.0003,0.0191,0.008
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.523,5004.0,-0.0067,0.0177,-0.197
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.446,4995.0,0.0134,0.0216,0.277
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.47,4995.0,0.007,0.0204,0.161
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.498,4995.0,-0.0004,0.019,-0.011
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.528,4995.0,-0.0084,0.0175,-0.253
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.554,4995.0,-0.0155,0.0161,-0.534
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.58,4995.0,-0.0233,0.0146,-0.927
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.606,4995.0,-0.0308,0.013,-1.439
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.627,4995.0,-0.0371,0.0116,-2.004
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.655,4995.0,-0.0456,0.0098,-3.037
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.68,4995.0,-0.0532,0.0082,-4.427
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.09,6011.0,0.0852,0.0331,0.231
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.111,6011.0,0.0824,0.0329,0.278
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.134,6011.0,0.0795,0.0326,0.325
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.153,6011.0,0.0767,0.0323,0.363
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.174,6011.0,0.0735,0.0319,0.4
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.196,6011.0,0.07,0.0314,0.436
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.22,6011.0,0.0658,0.0308,0.47
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.242,6011.0,0.0622,0.0303,0.497
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.261,6011.0,0.0587,0.0296,0.518
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.286,6011.0,0.0537,0.0286,0.536
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.307,6011.0,0.0496,0.0279,0.546
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.329,6011.0,0.0451,0.0271,0.546
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.352,6011.0,0.0397,0.0262,0.534
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.371,6011.0,0.0355,0.0255,0.516
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.392,6011.0,0.0303,0.0246,0.483
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.415,6011.0,0.0248,0.0237,0.434
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.434,6011.0,0.02,0.0229,0.38
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.368,6002.0,0.0359,0.0255,0.518
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.392,6002.0,0.0301,0.0245,0.481
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.415,6002.0,0.0245,0.0235,0.432
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.435,6002.0,0.0194,0.0227,0.371
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.46,6002.0,0.013,0.0215,0.278
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.478,6002.0,0.0081,0.0206,0.189
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.5,6002.0,0.0017,0.0193,0.044
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.528,6002.0,-0.0057,0.0178,-0.168
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.549,6002.0,-0.0115,0.0167,-0.378
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.57,6002.0,-0.0175,0.0155,-0.643
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.592,6002.0,-0.0239,0.0141,-0.999
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.613,6002.0,-0.0304,0.0127,-1.466
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.635,6002.0,-0.0368,0.0113,-2.06
apcsf 11.0x3.8 - 2,apcsf 11.0x3.8,apcsf,2,11.0,3.8,0.658,6002.0,-0.044,0.0097,-2.986
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.177,3004.0,0.0855,0.0392,0.386
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.217,3004.0,0.0796,0.0382,0.452
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.261,3004.0,0.0731,0.0373,0.512
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.312,3004.0,0.0644,0.0358,0.562
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.351,3004.0,0.0571,0.0342,0.586
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.401,3004.0,0.047,0.0317,0.594
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.439,3004.0,0.0388,0.0299,0.569
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.486,3004.0,0.0276,0.0274,0.49
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.521,3004.0,0.0187,0.0253,0.385
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.575,3004.0,0.0041,0.0216,0.109
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.622,3004.0,-0.0093,0.0181,-0.32
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.661,3004.0,-0.0212,0.0149,-0.943
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.705,3004.0,-0.0349,0.0109,-2.251
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.749,3004.0,-0.0484,0.0071,-5.107
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.126,4003.0,0.0975,0.0418,0.295
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.162,4003.0,0.0926,0.0413,0.363
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.197,4003.0,0.0876,0.0407,0.425
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.228,4003.0,0.0835,0.0402,0.474
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.264,4003.0,0.0773,0.039,0.522
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.297,4003.0,0.0712,0.0378,0.561
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.329,4003.0,0.0656,0.0366,0.589
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.367,4003.0,0.0579,0.0349,0.61
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.394,4003.0,0.0528,0.0336,0.619
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.431,4003.0,0.0447,0.0316,0.61
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.464,4003.0,0.0371,0.0298,0.578
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.491,4003.0,0.0302,0.028,0.529
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.525,4003.0,0.0214,0.0259,0.434
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.556,4003.0,0.0129,0.0238,0.301
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.588,4003.0,0.0035,0.0213,0.096
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.624,4003.0,-0.0068,0.0186,-0.228
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.654,4003.0,-0.0156,0.0162,-0.632
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.557,3995.0,0.012,0.0237,0.283
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.59,3995.0,0.0026,0.0212,0.074
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.62,3995.0,-0.0061,0.0189,-0.2
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.656,3995.0,-0.0167,0.016,-0.683
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.693,3995.0,-0.0284,0.0128,-1.535
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.718,3995.0,-0.0363,0.0104,-2.502
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.751,3995.0,-0.0466,0.0075,-4.666
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.103,5003.0,0.1064,0.0449,0.244
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.132,5003.0,0.1016,0.0441,0.304
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.156,5003.0,0.0982,0.0436,0.351
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.183,5003.0,0.0939,0.0429,0.4
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.211,5003.0,0.0897,0.0424,0.447
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.237,5003.0,0.0857,0.0418,0.486
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.264,5003.0,0.081,0.0409,0.523
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.291,5003.0,0.0765,0.0401,0.555
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.319,5003.0,0.0715,0.039,0.584
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.344,5003.0,0.0665,0.0378,0.605
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.369,5003.0,0.0616,0.0365,0.622
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.397,5003.0,0.0556,0.035,0.632
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.419,5003.0,0.051,0.0338,0.634
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.447,5003.0,0.0448,0.0321,0.623
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.472,5003.0,0.0387,0.0305,0.599
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.499,5003.0,0.0315,0.0287,0.547
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.524,5003.0,0.0249,0.0271,0.481
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.447,4997.0,0.0443,0.0319,0.62
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.475,4997.0,0.0372,0.0301,0.588
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.497,4997.0,0.0316,0.0287,0.548
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.523,4997.0,0.0248,0.027,0.48
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.55,4997.0,0.0173,0.0251,0.379
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.58,4997.0,0.0087,0.0228,0.221
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.606,4997.0,0.0011,0.0208,0.032
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.628,4997.0,-0.0054,0.019,-0.18
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.659,4997.0,-0.0151,0.0164,-0.609
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.683,4997.0,-0.0228,0.0142,-1.094
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.713,4997.0,-0.0317,0.0117,-1.941
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.737,4997.0,-0.0397,0.0093,-3.13
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.763,4997.0,-0.0479,0.0069,-5.325
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.087,6006.0,0.1151,0.0482,0.209
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.107,6006.0,0.112,0.0477,0.25
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.133,6006.0,0.1071,0.0468,0.305
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.155,6006.0,0.1033,0.0461,0.346
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.175,6006.0,0.0996,0.0454,0.385
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.197,6006.0,0.096,0.0448,0.422
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.218,6006.0,0.0921,0.044,0.456
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.241,6006.0,0.0885,0.0434,0.492
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.264,6006.0,0.0844,0.0426,0.522
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.287,6006.0,0.0803,0.0417,0.553
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.31,6006.0,0.0762,0.0408,0.579
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.33,6006.0,0.0723,0.0399,0.598
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.347,6006.0,0.0687,0.039,0.612
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.373,6006.0,0.0637,0.0376,0.632
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.391,6006.0,0.0597,0.0364,0.641
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.416,6006.0,0.0545,0.035,0.647
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.436,6006.0,0.0496,0.0336,0.644
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.368,6004.0,0.0644,0.0379,0.625
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.394,6004.0,0.0587,0.0363,0.638
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.413,6004.0,0.0547,0.0351,0.644
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.436,6004.0,0.0494,0.0336,0.642
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.457,6004.0,0.0442,0.0322,0.628
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.479,6004.0,0.0386,0.0307,0.603
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.5,6004.0,0.0333,0.0293,0.568
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.528,6004.0,0.0254,0.0273,0.491
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.546,6004.0,0.0203,0.026,0.426
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.571,6004.0,0.0131,0.0241,0.31
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.59,6004.0,0.0077,0.0227,0.2
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.615,6004.0,-0.0001,0.0205,-0.002
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.637,6004.0,-0.0068,0.0186,-0.234
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.657,6004.0,-0.0133,0.0168,-0.519
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.68,6004.0,-0.0202,0.0149,-0.919
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.701,6004.0,-0.0269,0.013,-1.456
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.724,6004.0,-0.0341,0.0109,-2.262
apcsf 11.0x4.7 - 2,apcsf 11.0x4.7,apcsf,2,11.0,4.7,0.745,6004.0,-0.0408,0.0089,-3.427
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.177,3013.0,0.1321,0.07,0.334
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.217,3013.0,0.1256,0.0688,0.396
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.26,3013.0,0.118,0.0671,0.458
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.305,3013.0,0.1105,0.0653,0.516
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.352,3013.0,0.1028,0.0634,0.57
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.393,3013.0,0.0958,0.0615,0.612
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.442,3013.0,0.0872,0.059,0.654
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.478,3013.0,0.0811,0.0571,0.679
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.524,3013.0,0.0722,0.0537,0.705
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.561,3013.0,0.0653,0.0512,0.716
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.614,3013.0,0.0545,0.0467,0.716
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.651,3013.0,0.0462,0.0432,0.698
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.701,3013.0,0.0335,0.0374,0.628
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.0,7.0,0.741,3013.0,0.023,0.0326,0.523
