ID,AGE,EDUC,MARRIED,KIDS,LIFECL,OCCAT,RISK,HHOUSES,WSAVED,SPENDMOR,NWCAT,INCCL
534,3,2,1,1,3,2,3,1,3,3,4,5
535,4,2,1,0,5,1,4,1,2,2,3,3
536,4,2,1,0,5,1,4,1,2,2,3,4
537,3,4,2,4,4,2,3,1,3,3,5,5
538,1,2,2,3,4,1,4,1,3,4,1,3
539,3,1,1,0,2,1,4,0,1,4,1,2
540,3,1,1,1,3,2,3,1,2,4,3,5
541,5,4,1,0,6,3,1,1,1,5,5,5
542,6,4,1,0,5,2,3,1,3,2,5,5
543,1,4,1,1,3,1,2,1,3,5,3,4
544,1,4,1,1,3,1,2,1,3,5,4,4
545,1,2,1,1,3,1,4,1,3,4,3,5
546,3,4,2,0,1,1,4,0,2,4,1,2
547,1,1,1,2,3,1,4,0,2,3,1,2
548,5,2,1,2,5,2,3,1,3,4,5,5
549,5,2,1,0,6,3,3,1,3,3,4,3
550,5,2,1,0,6,3,4,1,3,5,3,2
551,3,2,1,0,2,1,4,1,1,2,3,3
552,1,2,1,2,3,2,3,1,3,2,2,2
553,1,4,1,3,3,1,4,1,2,5,3,3
554,1,4,1,3,3,1,4,1,2,5,2,3
555,1,4,1,3,3,1,4,1,2,5,4,4
556,3,4,1,4,3,3,3,1,3,4,5,5
557,1,4,1,2,3,4,4,0,1,5,1,3
558,3,4,1,3,3,1,3,1,3,4,4,5
559,5,4,1,0,6,3,4,1,2,5,2,2
560,1,3,1,1,3,1,3,0,2,4,1,3
561,3,4,1,0,2,3,2,1,3,2,5,5
562,4,2,1,2,5,1,4,1,1,2,2,4
563,3,4,2,0,1,2,2,1,3,5,5,4
564,1,4,1,1,3,1,3,1,3,2,3,5
565,3,4,1,1,3,1,2,1,3,5,5,5
566,3,4,1,0,2,2,3,1,3,5,5,5
567,3,4,1,0,2,2,2,1,3,4,5,5
568,2,2,2,0,1,2,2,1,3,4,3,3
569,5,2,2,0,6,3,4,1,3,4,3,3
570,4,3,2,1,5,1,4,0,2,3,1,3
571,2,2,1,0,2,1,4,0,3,5,2,3
572,2,2,1,0,2,1,4,0,3,5,1,3
573,3,3,2,2,4,1,4,0,3,3,1,3
574,5,4,2,0,5,1,4,1,1,1,5,5
575,1,2,2,1,4,1,4,0,3,5,1,3
576,1,3,1,0,2,1,3,0,2,4,2,3
577,4,4,2,0,5,2,2,1,2,4,5,5
578,4,4,1,0,5,2,2,1,3,2,5,5
579,3,4,2,0,1,1,2,0,2,2,2,4
580,6,2,1,0,6,3,3,1,3,5,5,4
581,3,3,2,2,4,1,3,1,1,3,5,3
582,3,1,1,2,3,2,3,0,3,4,1,3
583,5,4,1,0,5,1,3,1,3,2,5,5
584,6,1,1,0,6,3,4,0,2,3,1,1
585,4,3,1,0,6,3,3,1,3,4,4,4
586,3,1,2,0,1,2,4,0,3,5,2,2
587,1,1,1,2,3,1,4,0,1,2,1,1
588,1,1,1,2,3,1,4,0,1,2,1,2
589,5,2,1,0,6,3,3,1,3,5,5,3
590,1,4,1,1,3,1,2,1,3,4,3,5
591,4,3,1,0,5,1,4,0,2,5,1,2
592,3,2,2,0,1,4,4,1,2,5,2,2
593,2,2,1,3,3,1,3,1,3,5,2,3
594,4,4,2,0,6,3,4,0,2,5,1,1
595,5,1,2,0,6,3,2,1,1,2,2,2
596,5,4,2,0,5,1,4,1,3,3,5,5
597,4,4,2,1,5,1,4,0,1,3,1,4
598,5,3,2,0,6,3,2,0,1,3,1,4
599,4,4,1,2,5,2,2,1,1,2,5,5
600,1,2,1,1,3,1,4,1,3,4,4,5
601,1,2,1,1,3,1,4,1,3,4,2,5
602,2,4,2,0,1,1,3,0,2,4,2,1
603,1,4,1,0,2,1,2,0,3,2,2,5
604,1,3,2,0,1,1,4,0,3,5,2,5
605,1,2,1,1,3,1,3,0,1,2,1,2
606,1,4,1,2,3,1,2,1,3,2,2,4
607,4,2,2,0,6,3,4,0,3,3,2,2
608,2,2,1,2,3,1,3,1,2,2,2,3
609,2,2,2,0,1,1,3,0,2,5,1,3
610,2,4,1,4,3,1,2,1,3,2,5,5
611,3,3,1,2,3,1,2,1,2,5,3,5
612,4,4,1,0,5,1,3,1,2,2,5,5
613,4,4,1,1,5,2,2,1,3,3,5,5
614,3,4,1,1,3,1,2,1,3,2,5,5
615,4,3,2,0,5,1,4,0,2,5,2,3
616,1,2,1,1,3,1,3,1,2,5,2,3
617,1,2,1,1,3,1,3,1,2,5,1,3
618,2,2,2,0,1,1,4,0,3,5,2,4
619,2,2,2,0,1,1,4,0,3,5,2,3
620,3,4,2,1,4,1,3,1,3,4,4,4
621,4,4,1,3,5,2,2,1,3,2,5,5
622,5,2,1,0,5,2,3,1,3,2,5,4
623,3,4,1,1,3,2,2,1,3,2,5,5
624,1,2,2,1,4,1,2,0,3,5,2,3
625,1,3,2,0,1,1,3,0,3,3,1,3
626,4,4,1,0,6,3,1,1,1,2,5,5
627,3,3,2,0,1,1,2,1,2,5,3,4
628,2,2,1,2,3,1,3,1,1,5,3,4
629,2,2,1,2,3,1,3,1,1,5,2,4
630,5,4,1,0,5,1,2,1,3,4,5,5
631,4,2,2,0,5,2,3,1,3,5,5,5
632,6,2,1,0,6,3,2,1,2,4,4,2
633,4,4,1,0,6,3,3,1,1,5,2,3
634,1,2,2,2,4,4,4,0,2,5,1,3
635,1,4,1,0,2,2,4,0,3,5,2,2
636,4,4,1,1,5,1,3,1,3,4,2,4
637,4,4,1,0,5,2,2,1,3,3,3,5
638,3,3,2,1,4,1,2,0,3,4,2,4
639,2,1,1,2,3,1,3,1,3,4,2,3
640,3,4,1,2,3,1,2,1,3,1,5,5
641,4,4,1,0,5,2,4,1,3,5,5,5
642,4,2,2,0,6,3,3,1,3,4,3,5
643,1,4,2,2,4,1,3,0,2,5,1,2
644,4,3,2,0,5,1,4,1,1,4,2,3
645,4,3,2,0,5,1,4,1,1,4,2,4
646,1,4,1,0,2,1,3,0,3,2,2,4
647,3,2,1,1,3,1,4,1,2,5,2,3
648,1,4,2,0,1,1,3,0,3,4,1,1
649,4,3,1,0,5,2,3,1,3,5,4,5
650,1,3,1,0,2,1,3,0,3,3,3,3
651,3,2,2,2,4,1,4,1,2,5,2,2
652,3,2,2,2,4,1,4,1,2,5,2,3
653,2,2,2,1,4,3,3,0,2,4,1,1
654,2,2,2,1,4,3,4,0,2,4,1,1
655,1,3,2,0,1,1,3,0,2,4,2,3
656,3,4,1,3,3,2,2,1,3,4,5,5
657,6,2,2,0,6,3,4,1,2,5,4,4
658,3,4,1,0,2,3,2,1,3,4,4,4
659,3,4,1,0,2,1,2,1,1,4,4,4
660,3,4,1,0,2,1,2,1,1,4,3,4
661,2,2,1,1,3,1,4,0,2,2,4,4
662,2,2,1,1,3,1,4,0,2,2,4,5
663,2,3,1,7,3,1,4,0,2,4,2,3
664,2,3,1,7,3,1,4,0,2,4,1,3
665,2,2,2,0,1,2,3,1,3,2,4,4
666,4,4,1,0,5,1,2,1,3,4,5,5
667,5,4,1,1,5,1,4,1,3,5,2,4
668,5,4,1,0,5,1,2,1,3,5,4,5
669,1,2,1,0,2,1,3,1,3,1,1,3
670,1,2,1,0,2,1,3,1,3,1,2,3
671,4,3,2,0,5,1,4,1,1,3,3,3
672,5,4,1,0,6,3,3,1,2,5,3,3
673,5,2,2,0,6,3,4,1,2,2,3,2
674,1,4,2,0,1,1,4,0,1,4,1,2
675,5,3,1,0,6,3,4,1,3,5,4,5
676,2,2,1,2,3,1,3,1,3,4,2,4
677,4,2,2,0,5,1,4,0,3,3,1,3
678,4,4,1,1,5,1,2,1,2,4,3,5
679,2,4,2,0,1,1,2,1,3,5,3,4
680,4,4,1,2,5,2,1,0,1,4,5,5
681,5,4,2,0,6,3,2,1,1,3,5,3
682,4,2,1,0,5,1,3,1,3,3,2,4
683,4,2,1,0,5,1,3,1,3,3,3,4
684,4,2,1,0,5,1,3,1,3,3,4,4
685,3,4,1,1,3,1,1,1,3,1,5,5
686,4,2,1,0,5,2,2,1,3,4,5,5
687,5,2,2,0,6,3,4,0,2,3,1,2
688,4,2,1,2,5,2,4,1,3,5,5,3
689,5,2,1,1,5,1,3,1,3,5,3,3
690,2,4,1,1,3,1,1,1,3,5,4,5
691,3,3,1,1,3,3,2,0,2,5,1,2
692,1,2,2,0,1,1,3,1,3,5,1,4
693,2,3,1,2,3,2,2,1,3,2,5,5
694,5,4,1,0,6,3,4,1,3,5,4,3
695,5,4,2,0,6,3,4,0,3,5,1,1
696,3,3,1,0,2,2,3,1,1,4,3,2
697,3,3,1,0,2,2,3,1,1,4,2,2
698,4,2,2,0,6,3,4,1,3,5,1,1
699,1,4,2,0,1,1,4,0,1,4,1,1
700,5,4,1,0,5,2,3,1,1,3,5,5
701,6,2,2,0,6,3,4,1,3,3,3,3
702,6,2,2,0,6,3,4,1,3,3,3,2
703,2,4,1,2,3,1,3,1,3,3,1,4
704,5,2,1,0,6,3,2,1,3,5,4,5
705,4,3,1,0,5,2,3,1,3,5,3,3
706,4,2,1,2,5,1,2,1,3,5,4,4
707,4,2,1,2,5,1,2,1,3,5,3,5
708,4,2,1,2,5,1,2,1,3,5,4,5
709,3,4,1,2,3,2,2,1,3,5,5,5
710,4,4,1,0,5,1,3,1,3,4,4,5
711,2,1,2,2,4,4,2,0,1,5,1,2
712,2,1,2,2,4,4,2,0,1,5,1,1
713,1,3,2,0,1,1,3,0,1,5,1,2
714,3,4,2,1,4,2,3,0,2,2,2,5
715,3,4,2,1,4,2,3,0,2,2,1,5
716,4,4,1,2,5,1,2,1,2,4,2,3
717,4,4,1,2,5,1,4,1,3,4,4,5
718,2,3,2,0,1,1,1,1,1,2,2,3
719,6,4,2,0,6,3,4,1,3,4,3,2
720,2,4,1,2,3,2,4,1,1,5,2,3
721,1,4,2,0,1,4,3,0,3,5,1,3
722,2,4,2,2,4,1,4,1,2,5,1,3
723,5,2,2,0,5,1,3,0,1,4,1,2
724,4,4,1,0,5,1,3,1,2,3,3,5
725,3,3,2,0,1,1,3,1,3,2,3,3
726,3,2,1,0,2,2,1,1,2,4,2,4
727,3,4,1,3,3,3,3,1,2,1,5,5
728,3,2,2,0,1,1,3,1,3,4,5,5
729,2,4,1,1,3,1,2,1,3,1,3,5
730,5,3,1,0,5,1,4,1,3,5,4,4
731,3,3,1,3,3,2,3,1,3,5,5,5
732,6,4,2,1,6,3,2,1,1,3,4,2
733,3,4,2,0,1,2,3,1,1,4,5,1
734,5,1,1,0,6,3,4,1,2,2,3,4
735,1,4,2,0,1,4,3,0,2,5,1,3
736,3,2,2,1,4,1,4,1,2,2,2,3
737,2,4,1,0,2,1,3,1,2,4,4,5
738,2,4,1,0,2,1,3,1,2,4,5,5
739,5,2,2,0,5,1,4,1,3,5,3,2
740,2,4,1,5,3,1,2,1,3,3,5,5
741,4,2,2,0,6,3,4,1,3,1,5,3
742,4,2,2,0,6,3,4,1,3,1,5,4
743,2,2,2,1,4,3,4,1,2,5,1,1
744,5,4,1,0,5,1,1,1,3,1,5,5
745,1,3,1,2,3,1,2,1,2,2,2,4
746,2,3,1,2,3,1,2,1,3,4,1,5
747,2,3,1,2,3,1,2,1,3,4,1,4
748,2,1,1,2,3,2,2,1,2,5,3,4
749,1,2,1,3,3,1,4,0,3,4,1,2
750,4,4,1,1,5,2,1,1,3,4,5,5
751,4,2,1,1,6,3,1,0,1,3,1,3
752,4,4,2,0,5,2,2,0,3,2,5,5
753,4,4,2,0,5,1,3,1,3,2,3,3
754,4,4,2,0,5,1,3,1,3,2,3,2
755,5,4,1,0,6,3,3,1,2,5,5,5
756,1,3,1,1,3,1,3,0,3,2,1,2
757,2,3,1,2,3,1,4,1,3,4,3,4
758,2,3,1,2,3,1,4,1,3,4,3,3
759,1,2,2,0,1,1,4,0,1,4,1,2
760,3,1,1,0,2,1,2,1,1,4,3,4
761,2,4,1,0,2,1,2,0,3,3,1,2
762,2,4,1,0,2,1,2,0,3,3,1,3
763,2,4,1,0,2,1,2,0,3,3,2,3
764,2,4,1,0,2,1,2,0,3,3,2,2
765,5,1,1,0,5,1,2,1,3,4,3,4
766,3,4,2,4,4,3,3,0,1,1,1,2
767,5,4,2,0,6,3,2,1,3,2,5,5
768,1,3,2,0,1,4,2,0,2,2,1,1
769,4,4,1,0,6,3,3,1,3,2,5,5
770,4,1,1,0,5,1,4,1,3,4,2,4
771,4,1,1,0,5,1,4,1,3,4,1,4
772,3,4,2,4,4,1,3,1,3,5,4,5
773,4,3,2,0,5,1,4,1,2,2,1,2
774,4,4,1,1,5,1,2,1,2,4,2,4
775,3,4,1,2,3,2,1,1,3,2,5,5
776,1,3,1,3,3,1,4,1,2,4,1,4
777,1,3,1,3,3,1,4,1,2,4,2,4
778,4,4,1,1,5,2,3,1,3,2,5,5
779,6,3,1,0,6,3,3,1,3,3,5,5
780,4,4,1,2,5,2,3,1,3,4,5,5
781,2,1,1,2,3,1,3,0,2,5,1,4
782,6,4,1,1,6,3,2,1,3,2,5,5
783,3,2,1,0,2,1,4,1,3,3,4,5
784,3,4,1,1,3,1,3,0,3,2,1,4
785,3,4,1,1,3,1,3,0,3,2,2,4
786,2,2,2,1,4,1,4,0,3,2,1,3
787,4,4,2,0,5,1,4,1,3,5,4,3
788,3,2,1,0,2,1,3,1,3,2,2,4
789,3,3,1,2,3,1,2,1,3,3,5,5
790,3,4,2,2,4,1,3,0,3,4,1,3
791,4,2,1,0,6,3,4,1,3,2,5,5
792,3,1,1,1,3,1,4,0,2,4,1,2
793,3,1,2,1,4,1,2,1,1,4,3,4
794,4,3,2,0,5,1,4,1,3,2,2,3
795,4,3,2,0,5,1,4,1,3,2,3,3
796,5,4,1,0,5,2,3,1,3,4,5,5
797,4,2,2,0,5,1,3,0,1,5,2,3
798,4,2,2,0,5,1,3,0,1,5,2,4
799,2,4,1,1,3,1,3,1,2,2,3,4
800,2,3,2,0,1,1,3,1,3,1,2,3
801,6,4,2,0,6,3,3,1,3,1,5,4
802,6,4,2,0,6,3,3,1,3,1,5,5
803,3,4,1,3,3,1,3,1,3,4,5,5
804,1,4,2,0,1,1,2,0,3,3,2,4
805,6,1,2,1,6,3,4,0,3,5,2,2
806,3,4,1,3,3,2,2,1,3,1,5,5
807,2,4,2,1,4,1,3,0,3,4,1,4
808,2,4,2,1,4,1,3,0,3,4,2,4
809,3,2,2,1,4,3,4,0,2,3,1,2
810,1,4,1,0,2,1,2,1,3,4,5,5
811,5,2,1,0,6,3,3,1,3,4,5,4
812,3,3,1,2,3,1,3,1,3,3,3,4
813,3,2,1,1,3,1,3,1,2,2,3,4
814,3,2,1,1,3,1,3,1,2,2,3,5
815,2,4,1,5,3,2,2,1,3,3,4,5
816,3,4,1,1,3,1,2,1,2,1,4,5
817,6,1,1,0,6,3,4,1,3,4,4,3
818,2,3,1,3,3,2,2,1,3,2,2,3
819,2,3,1,3,3,2,2,1,3,2,3,2
820,2,3,1,3,3,2,2,1,3,2,3,3
821,2,4,1,0,2,1,1,1,3,4,4,5
822,6,3,1,0,5,1,1,1,3,5,5,5
823,3,2,1,2,3,1,3,0,2,2,1,4
824,1,1,1,1,3,1,4,0,1,5,1,2
825,6,4,1,0,5,2,3,1,3,4,5,5
826,4,2,1,1,5,2,3,1,3,1,5,5
827,4,2,2,0,6,3,3,0,1,4,1,2
828,3,4,2,0,1,1,2,1,3,4,2,4
829,1,2,1,0,2,1,4,1,1,3,1,3
830,2,2,1,1,3,1,3,1,3,4,2,4
831,2,4,1,0,2,1,3,1,3,2,5,5
832,4,4,2,1,5,1,3,1,2,2,5,5
833,3,2,1,4,3,2,4,1,3,3,1,5
834,3,2,1,4,3,2,4,1,3,3,1,4
835,3,4,2,2,4,1,3,1,3,4,3,4
836,6,2,2,0,6,3,4,1,3,5,4,3
837,5,2,1,0,6,3,2,1,3,4,5,5
838,3,4,1,0,2,2,1,1,3,4,5,5
839,4,2,2,0,5,1,2,0,3,4,4,3
840,3,4,1,1,3,1,2,1,3,4,5,5
841,3,2,2,0,1,1,3,1,3,4,2,2
842,2,4,2,0,1,1,3,0,1,3,1,2
843,5,4,1,0,5,2,1,1,1,5,5,5
844,4,2,2,0,5,1,3,0,1,5,1,2
845,3,2,1,1,3,3,3,1,3,3,5,4
846,4,4,2,0,5,1,3,0,3,2,2,3
847,3,4,2,0,1,1,3,1,3,5,3,4
848,3,4,2,0,1,1,3,1,3,5,3,5
849,3,1,2,0,1,1,4,0,2,3,1,2
850,3,2,1,0,2,1,4,1,1,1,2,4
851,3,2,1,2,3,1,3,1,3,4,2,4
852,1,2,2,0,1,1,3,1,3,2,2,4
853,4,4,1,0,5,2,3,1,2,3,4,5
854,1,1,1,2,3,1,3,0,3,5,1,2
855,2,1,1,4,3,2,4,1,3,4,4,3
856,5,3,1,0,6,3,2,1,3,4,3,4
857,6,2,1,0,6,3,4,1,3,2,5,5
858,5,4,1,0,5,1,3,1,3,5,5,5
859,3,4,1,0,2,1,3,1,3,3,4,5
860,2,4,1,2,3,1,3,1,2,4,4,5
861,3,4,1,3,3,2,3,1,3,3,5,5
862,1,1,1,3,3,1,4,1,3,2,3,4
863,2,3,2,4,4,1,3,0,1,4,1,3
864,6,4,1,0,5,1,4,1,2,5,4,5
865,3,2,1,1,3,1,3,1,3,4,3,5
866,5,2,2,0,6,3,4,1,2,5,2,2
867,6,4,1,0,6,3,4,1,1,5,5,4
868,2,2,2,1,4,1,4,1,1,1,3,4
869,2,4,1,0,2,2,3,1,3,4,5,5
870,4,2,1,1,5,1,4,1,3,4,4,3
871,3,1,1,2,3,1,4,0,2,5,1,3
872,5,4,1,0,6,3,3,1,3,2,3,4
873,3,4,2,0,1,1,4,0,3,4,3,4
874,2,4,2,2,4,1,4,1,3,4,1,3
875,5,3,2,0,5,2,3,1,3,5,4,3
876,5,3,2,0,5,2,3,1,3,5,3,3
877,6,4,1,0,6,3,3,1,3,1,5,5
878,3,4,2,0,1,1,3,1,3,2,3,3
879,2,2,1,1,3,1,3,1,3,4,1,3
880,2,2,1,1,3,1,3,1,3,4,2,3
881,4,3,1,0,5,1,3,1,3,4,5,5
882,5,2,2,1,6,3,4,1,2,2,2,3
883,5,2,2,1,6,3,4,1,2,2,3,3
884,4,3,2,0,6,3,4,1,1,4,3,2
885,4,4,1,0,6,3,2,1,1,1,5,5
886,3,2,1,1,3,2,2,1,3,5,4,2
887,4,4,1,4,5,1,3,1,3,2,4,5
888,1,1,2,3,4,4,3,1,3,1,1,2
889,1,1,2,3,4,4,3,1,3,1,2,2
890,3,1,2,0,1,1,3,0,1,2,1,2
891,4,4,2,0,5,1,4,0,2,4,3,4
892,1,3,1,2,3,2,3,1,2,2,5,5
893,3,3,2,0,1,1,2,1,3,4,5,4
894,2,3,1,2,3,1,2,0,2,2,2,4
895,4,4,1,1,5,2,1,1,3,3,5,5
896,1,4,1,2,3,2,4,1,3,3,2,3
897,3,4,1,2,3,2,2,1,3,2,5,5
898,1,2,2,1,4,1,3,0,3,4,2,3
899,1,2,2,1,4,1,3,0,3,4,1,3
900,6,2,2,3,6,3,4,1,1,5,2,2
901,5,4,1,0,6,3,4,0,1,5,1,2
902,3,4,2,0,1,1,4,1,1,4,4,3
903,4,3,1,0,6,3,4,1,3,5,5,5
904,1,3,2,3,4,4,4,0,1,2,1,2
905,5,2,1,0,5,1,1,1,3,5,5,5
906,3,4,2,1,4,3,4,1,3,5,4,4
907,6,4,1,0,6,3,4,1,3,4,5,5
908,4,3,2,0,5,2,3,1,3,4,4,5
909,5,1,1,0,5,2,4,1,3,3,4,4
910,6,4,1,1,5,1,1,1,3,3,5,5
911,5,4,1,1,5,2,1,1,3,1,5,5
912,2,1,1,3,3,1,4,1,1,4,2,3
913,2,1,1,3,3,1,4,1,1,4,1,3
914,5,4,1,4,6,3,1,1,3,2,5,5
915,4,4,1,3,5,1,3,1,2,4,3,5
916,2,2,1,3,3,1,3,1,3,5,3,4
917,1,4,1,0,2,1,3,0,2,3,1,4
918,6,1,1,0,6,3,4,1,2,3,2,2
919,1,1,1,6,3,3,1,0,2,1,1,2
920,1,4,2,0,1,1,4,0,3,4,2,5
921,6,2,2,0,6,3,4,1,2,3,4,3
922,3,4,1,2,3,2,4,1,3,2,4,5
923,4,3,1,0,5,4,2,0,1,5,1,4
924,2,4,2,3,4,1,2,1,3,3,4,5
925,2,4,2,0,1,1,2,0,3,2,3,5
926,2,4,2,0,1,1,2,0,3,2,4,5
927,1,2,1,0,2,1,3,0,2,3,3,2
928,1,4,2,0,1,4,2,0,1,2,1,2
929,1,1,1,2,3,1,4,0,1,4,1,2
930,6,4,1,0,5,2,2,1,3,3,5,5
931,4,4,2,0,5,1,4,1,3,1,5,5
932,2,4,2,0,1,1,4,1,2,4,3,3
933,3,2,1,2,3,1,3,1,3,4,4,5
934,5,4,1,0,5,2,2,0,3,4,5,5
935,5,4,1,0,5,2,2,0,3,4,4,5
936,3,2,1,0,2,1,4,0,2,1,2,3
937,3,2,1,0,2,1,4,0,2,1,1,3
938,6,2,1,0,5,2,3,1,3,5,5,5
939,4,3,1,1,5,2,3,1,3,5,5,5
940,6,2,2,0,6,3,3,1,3,5,5,3
941,6,2,2,0,6,3,3,1,3,5,5,4
942,2,2,1,2,3,1,4,1,1,5,2,3
943,5,2,1,0,6,3,3,1,3,3,2,3
944,1,4,1,1,3,1,2,1,3,2,1,5
945,3,3,1,0,2,2,4,1,1,3,2,4
946,4,4,1,0,5,1,3,1,2,4,3,5
947,1,2,1,3,3,2,1,1,2,2,3,3
948,5,4,1,0,5,1,1,1,3,5,5,5
949,1,4,2,0,1,2,3,1,3,4,3,5
950,2,1,1,4,3,1,4,0,3,2,2,3
951,4,4,1,1,5,2,3,1,2,4,5,5
952,3,1,2,0,1,3,4,0,3,5,1,1
953,1,2,1,3,3,3,4,0,1,4,2,1
954,1,2,2,2,4,1,3,1,2,5,2,3
955,3,1,1,0,2,4,3,1,3,5,2,3
956,1,4,2,0,1,1,3,0,3,1,1,4
957,3,2,1,0,2,2,4,1,1,2,4,4
958,4,4,1,0,6,3,3,1,3,4,3,3
959,2,1,2,2,4,1,2,0,1,3,1,2
960,3,4,1,0,2,1,3,1,3,4,4,5
961,3,2,1,1,3,1,4,0,2,5,2,3
962,3,2,1,1,3,1,4,0,2,5,1,3
963,5,4,2,0,5,2,3,0,2,4,2,2
964,4,4,2,0,5,2,2,1,3,5,5,1
965,4,2,2,1,5,1,2,1,3,2,4,4
966,4,2,2,1,5,1,2,1,3,2,3,4
967,3,2,2,1,4,1,4,1,3,5,2,3
968,1,2,1,2,3,1,3,1,3,4,4,5
969,5,3,1,0,5,2,3,1,3,3,5,5
970,1,2,1,1,3,1,4,1,1,5,3,3
971,1,2,1,1,3,1,4,1,1,5,2,3
972,5,3,2,2,5,1,3,1,3,5,2,4
973,4,3,2,0,6,3,3,0,3,5,1,3
974,6,2,2,0,6,3,3,1,3,5,4,2
975,2,2,1,0,2,1,3,0,3,2,1,4
976,2,2,2,0,1,1,4,0,3,2,1,2
977,2,4,2,2,4,1,4,1,1,2,1,3
978,3,4,2,1,4,2,4,0,1,3,3,3
979,3,4,2,1,4,2,4,0,1,3,4,3
980,1,4,1,2,3,1,3,0,3,3,1,4
981,1,4,1,2,3,1,3,1,3,5,3,4
982,3,4,1,2,3,1,2,1,1,2,5,5
983,3,3,1,3,3,1,2,1,3,5,3,4
984,2,2,2,0,1,4,3,1,2,4,2,3
985,4,3,1,0,5,1,3,1,1,2,2,5
986,4,3,1,0,5,1,3,1,1,2,3,5
987,1,2,2,0,1,1,3,0,1,4,2,2
988,4,4,1,0,6,3,4,1,1,2,5,4
989,2,2,1,4,3,2,2,1,3,4,4,4
990,2,3,2,0,1,1,2,1,3,4,3,3
991,3,4,1,3,3,2,3,1,3,4,5,5
992,4,4,2,0,5,4,4,0,3,5,1,1
993,3,3,2,3,4,3,4,0,3,5,2,2
994,3,4,2,2,4,1,1,1,3,5,5,5
995,3,4,2,2,4,1,2,1,3,5,5,5
996,6,4,1,0,5,2,4,1,3,4,4,4
997,6,4,1,1,5,2,3,1,3,5,5,5
998,3,3,1,1,3,2,4,1,2,4,1,1
999,4,3,1,1,5,1,3,1,3,5,5,5
1000,6,4,1,0,5,2,2,1,3,2,5,5
1001,2,4,1,0,2,1,3,0,3,4,3,5
1002,2,4,1,0,2,1,3,0,3,4,4,5
1003,4,1,2,0,6,3,3,1,3,2,1,2
1004,3,4,1,5,3,2,2,1,3,4,5,5
1005,1,1,1,0,2,4,4,0,3,5,1,2
1006,1,1,1,0,2,4,4,0,3,5,1,3
1007,4,1,2,1,5,1,4,1,1,2,3,2
1008,2,2,1,4,3,1,3,1,3,4,2,4
1009,1,2,1,1,3,1,4,0,3,4,1,3
1010,4,2,1,0,5,2,2,1,3,4,5,1
1011,5,4,1,0,5,2,2,1,3,1,5,5
1012,5,4,1,0,5,2,1,1,3,3,5,5
1013,1,4,2,1,4,4,4,0,1,1,1,2
1014,1,4,1,0,2,1,3,1,3,1,2,4
1015,2,4,1,2,3,2,3,1,3,4,5,5
1016,1,3,1,0,2,1,3,0,3,4,1,4
1017,1,3,1,0,2,1,3,0,3,4,2,4
1018,2,3,2,0,1,1,3,1,3,5,3,5
1019,2,2,1,0,2,2,4,1,2,4,2,3
1020,2,4,1,0,2,2,4,1,2,4,2,4
1021,2,3,1,0,2,2,4,1,2,4,2,3
1022,4,2,2,0,5,1,4,1,3,5,3,3
1023,3,3,1,5,3,2,3,1,3,2,5,5
1024,1,3,2,0,1,1,2,0,3,3,2,2
1025,1,3,2,0,1,1,2,0,3,3,1,2
1026,3,3,1,0,2,1,3,0,3,2,2,4
1027,4,2,1,1,6,3,3,1,1,4,4,4
1028,6,4,2,0,6,3,2,1,3,3,5,5
1029,2,4,1,1,3,2,2,1,3,2,5,5
1030,1,2,2,2,4,4,4,1,2,4,1,3
1031,5,4,1,1,5,1,3,1,3,1,5,5
1032,2,1,1,1,3,1,3,0,2,3,1,2
1033,3,2,1,3,3,1,4,0,3,5,1,2
1034,1,3,2,1,4,1,4,0,2,4,2,1
1035,4,4,1,2,5,2,3,1,1,4,5,5
1036,4,4,1,2,5,2,3,1,1,4,4,5
1037,4,4,1,2,5,1,3,1,2,5,5,5
1038,6,4,2,0,6,3,3,1,3,2,5,5
1039,6,4,1,0,6,3,3,1,1,5,5,5
1040,1,2,2,1,4,2,4,0,2,3,1,2
1041,2,4,1,0,2,1,2,1,1,5,4,5
1042,2,4,1,2,3,1,3,1,1,4,4,5
1043,6,1,1,0,5,2,2,1,3,2,5,5
1044,4,4,1,0,5,1,3,1,3,5,5,5
1045,4,4,2,0,5,2,2,0,2,4,4,4
1046,5,2,2,0,5,1,4,1,3,5,4,3
1047,3,4,1,1,3,2,3,1,3,4,5,5
1048,5,4,1,1,5,2,1,1,3,2,5,5
1049,1,2,2,0,1,4,4,1,2,2,3,2
1050,3,4,1,4,3,2,3,1,3,3,4,5
1051,3,4,1,4,3,2,3,1,3,3,5,5
1052,3,3,2,0,1,4,4,1,1,3,3,2
1053,4,4,2,0,5,1,4,0,2,3,2,4
1054,3,2,2,0,1,4,4,1,2,2,2,1
1055,6,2,2,0,6,3,4,0,3,5,1,2
1056,1,2,1,1,3,1,4,0,1,4,1,4
1057,6,4,2,0,6,3,4,1,2,5,3,2
1058,5,4,2,0,6,3,4,0,2,3,2,3
1059,5,4,2,0,6,3,4,0,2,3,2,2
1060,5,4,1,1,5,2,3,1,3,5,5,5
1061,2,3,2,2,4,1,3,1,3,3,2,3
1062,1,3,1,2,3,1,4,1,2,4,2,3
1063,1,3,1,2,3,1,4,1,2,4,2,2
1064,3,1,1,1,3,2,3,1,3,4,3,5
1065,3,1,1,1,3,2,3,1,3,4,4,5
1066,6,2,1,0,6,3,4,1,3,4,3,3
