OrderDetailsID,OrderID,ProductName,OrderDate,ProductID,CustomerID,UnitPrice,Quantity
393,10395,Perth Pasties,2011/12/23,53,HILAA,26.2,70
394,10395,Gudbrandsdalsost,2011/12/23,69,HILAA,28.8,8
395,10396,Tunnbrod,2011/12/24,23,FRANK,7.2,40
396,10396,Flotemysost,2011/12/24,71,FRANK,17.2,60
397,10396,Mozzarella di Giovanni,2011/12/24,72,FRANK,27.8,21
398,10397,Sir Rodney's Scones,2011/12/24,21,PRINI,8,10
399,10397,Manjimup Dried Apples,2011/12/24,51,PRINI,42.4,18
400,10398,Steeleye Stout,2011/12/27,35,SAVEA,14.4,30
401,10398,Pate chinois,2011/12/27,55,SAVEA,19.2,120
402,10399,Scottish Longbreads,2011/12/28,68,VAFFE,10,60
403,10399,Flotemysost,2011/12/28,71,VAFFE,17.2,30
404,10399,Lakkalikoori,2011/12/28,76,VAFFE,14.4,35
405,10399,Original Frankfurter grune Sose,2011/12/28,77,VAFFE,10.4,14
406,10400,Thuringer Rostbratwurst,2011/12/29,29,EASTC,99,21
407,10400,Steeleye Stout,2011/12/29,35,EASTC,14.4,35
408,10400,Maxilaku,2011/12/29,49,EASTC,16,30
409,10401,Nord-Ost Matjeshering,2011/12/29,30,RATTC,20.7,18
410,10401,Gnocchi di nonna Alice,2011/12/29,56,RATTC,30.4,70
411,10401,Louisiana Fiery Hot Pepper Sauce,2011/12/29,65,RATTC,16.8,20
412,10401,Flotemysost,2011/12/29,71,RATTC,17.2,60
413,10402,Tunnbrod,2011/12/30,23,ERNSH,7.2,60
414,10402,Vegie-spread,2011/12/30,63,ERNSH,35.1,65
415,10403,Pavlova,2011/12/31,16,ERNSH,13.9,21
416,10403,Chocolade,2011/12/31,48,ERNSH,10.2,70
417,10404,Gumbar Gummibarchen,2011/12/31,26,MAGAA,24.9,30
418,10404,Singaporean Hokkien Fried Mee,2011/12/31,42,MAGAA,11.2,40
419,10404,Maxilaku,2011/12/31,49,MAGAA,16,30
420,10405,Aniseed Syrup,2012/1/3,3,LINOD,8,50
421,10406,Chai,2012/1/4,1,QUEEN,14.4,10
422,10406,Sir Rodney's Scones,2012/1/4,21,QUEEN,8,30
423,10406,Rossle Sauerkraut,2012/1/4,28,QUEEN,36.4,42
424,10406,Inlagd Sill,2012/1/4,36,QUEEN,15.2,5
425,10406,Boston Crab Meat,2012/1/4,40,QUEEN,14.7,2
426,10407,Queso Cabrales,2012/1/4,11,OTTIK,16.8,30
427,10407,Gudbrandsdalsost,2012/1/4,69,OTTIK,28.8,15
428,10407,Flotemysost,2012/1/4,71,OTTIK,17.2,15
429,10408,Gravad lax,2012/1/5,37,FOLIG,20.8,10
430,10408,Tourtiere,2012/1/5,54,FOLIG,5.9,6
431,10408,Tarte au sucre,2012/1/5,62,FOLIG,39.4,35
432,10409,Tofu,2012/1/6,14,OCEAN,18.6,12
433,10409,Sir Rodney's Scones,2012/1/6,21,OCEAN,8,12
434,10410,Geitost,2012/1/7,33,BOTTM,2,49
435,10410,Raclette Courdavault,2012/1/7,59,BOTTM,44,16
436,10411,Jack's New England Clam Chowder,2012/1/7,41,BOTTM,7.7,25
437,10411,Gula Malacca,2012/1/7,44,BOTTM,15.5,40
438,10411,Raclette Courdavault,2012/1/7,59,BOTTM,44,9
439,10412,Tofu,2012/1/10,14,WARTH,18.6,20
440,10413,Chai,2012/1/11,1,LAMAI,14.4,24
441,10413,Tarte au sucre,2012/1/11,62,LAMAI,39.4,40
442,10413,Lakkalikoori,2012/1/11,76,LAMAI,14.4,14
443,10414,Teatime Chocolate Biscuits,2012/1/11,19,FAMIA,7.3,18
444,10414,Geitost,2012/1/11,33,FAMIA,2,50
445,10415,Alice Mutton,2012/1/12,17,HUNGC,31.2,2
446,10415,Geitost,2012/1/12,33,HUNGC,2,20
447,10416,Teatime Chocolate Biscuits,2012/1/13,19,WARTH,7.3,20
448,10416,Perth Pasties,2012/1/13,53,WARTH,26.2,10
449,10416,Ravioli Angelo,2012/1/13,57,WARTH,15.6,20
450,10417,Cote de Blaye,2012/1/13,38,SIMOB,210.8,50
451,10417,Spegesild,2012/1/13,46,SIMOB,9.6,2
452,10417,Scottish Longbreads,2012/1/13,68,SIMOB,10,36
453,10417,Original Frankfurter grune Sose,2012/1/13,77,SIMOB,10.4,35
454,10418,Chang,2012/1/14,2,QUICK,15.2,60
455,10418,Zaanse koeken,2012/1/14,47,QUICK,7.6,55
456,10418,Sirop d'erable,2012/1/14,61,QUICK,22.8,16
457,10418,Longlife Tofu,2012/1/14,74,QUICK,8,15
458,10419,Camembert Pierrot,2012/1/17,60,RICSU,27.2,60
459,10419,Gudbrandsdalsost,2012/1/17,69,RICSU,28.8,20
460,10420,Mishi Kobe Niku,2012/1/18,9,WELLI,77.6,20
461,10420,Konbu,2012/1/18,13,WELLI,4.8,2
462,10420,Outback Lager,2012/1/18,70,WELLI,12,8
463,10420,Rod Kaviar,2012/1/18,73,WELLI,12,20
464,10421,Teatime Chocolate Biscuits,2012/1/18,19,QUEDE,7.3,4
465,10421,Gumbar Gummibarchen,2012/1/18,26,QUEDE,24.9,30
466,10421,Perth Pasties,2012/1/18,53,QUEDE,26.2,15
467,10421,Original Frankfurter grune Sose,2012/1/18,77,QUEDE,10.4,10
468,10422,Gumbar Gummibarchen,2012/1/19,26,FRANS,24.9,2
469,10423,Gorgonzola Telino,2012/1/20,31,GOURL,10,14
470,10423,Raclette Courdavault,2012/1/20,59,GOURL,44,20
471,10424,Steeleye Stout,2012/1/20,35,MEREP,14.4,60
472,10424,Cote de Blaye,2012/1/20,38,MEREP,210.8,49
473,10424,Scottish Longbreads,2012/1/20,68,MEREP,10,30
474,10425,Pate chinois,2012/1/21,55,LAMAI,19.2,10
475,10425,Lakkalikoori,2012/1/21,76,LAMAI,14.4,20
476,10426,Gnocchi di nonna Alice,2012/1/24,56,GALED,30.4,5
477,10426,Wimmers gute Semmelknodel,2012/1/24,64,GALED,26.6,7
478,10427,Tofu,2012/1/24,14,PICCO,18.6,35
479,10428,Spegesild,2012/1/25,46,REGGC,9.6,20
480,10429,Valkoinen suklaa,2012/1/26,50,HUNGO,13,40
481,10429,Vegie-spread,2012/1/26,63,HUNGO,35.1,35
482,10430,Alice Mutton,2012/1/27,17,ERNSH,31.2,45
483,10430,Sir Rodney's Scones,2012/1/27,21,ERNSH,8,50
484,10430,Gnocchi di nonna Alice,2012/1/27,56,ERNSH,30.4,30
485,10430,Raclette Courdavault,2012/1/27,59,ERNSH,44,70
486,10431,Alice Mutton,2012/1/27,17,BOTTM,31.2,50
487,10431,Boston Crab Meat,2012/1/27,40,BOTTM,14.7,50
488,10431,Zaanse koeken,2012/1/27,47,BOTTM,7.6,30
489,10432,Gumbar Gummibarchen,2012/1/28,26,SPLIR,24.9,10
490,10432,Tourtiere,2012/1/28,54,SPLIR,5.9,40
491,10433,Gnocchi di nonna Alice,2012/1/31,56,PRINI,30.4,28
492,10434,Queso Cabrales,2012/1/31,11,FOLKO,16.8,6
493,10434,Lakkalikoori,2012/1/31,76,FOLKO,14.4,18
494,10435,Chang,2012/2/1,2,CONSH,15.2,10
495,10435,Gustaf's Knackebrod,2012/2/1,22,CONSH,16.8,12
496,10435,Mozzarella di Giovanni,2012/2/1,72,CONSH,27.8,10
497,10436,Spegesild,2012/2/2,46,BLONP,9.6,5
498,10436,Gnocchi di nonna Alice,2012/2/2,56,BLONP,30.4,40
499,10436,Wimmers gute Semmelknodel,2012/2/2,64,BLONP,26.6,30
500,10436,Rhonbrau Klosterbier,2012/2/2,75,BLONP,6.2,24
501,10437,Perth Pasties,2012/2/2,53,WARTH,26.2,15
502,10438,Teatime Chocolate Biscuits,2012/2/3,19,TOMSP,7.3,15
503,10438,Sasquatch Ale,2012/2/3,34,TOMSP,11.2,20
504,10438,Ravioli Angelo,2012/2/3,57,TOMSP,15.6,15
505,10439,Queso Manchego La Pastora,2012/2/4,12,MEREP,30.4,15
506,10439,Pavlova,2012/2/4,16,MEREP,13.9,16
507,10439,Wimmers gute Semmelknodel,2012/2/4,64,MEREP,26.6,6
508,10439,Longlife Tofu,2012/2/4,74,MEREP,8,30
509,10440,Chang,2012/2/7,2,SAVEA,15.2,45
510,10440,Pavlova,2012/2/7,16,SAVEA,13.9,49
511,10440,Thuringer Rostbratwurst,2012/2/7,29,SAVEA,99,24
512,10440,Sirop d'erable,2012/2/7,61,SAVEA,22.8,90
513,10441,Schoggi Schokolade,2012/2/7,27,OLDWO,35.1,50
514,10442,Queso Cabrales,2012/2/8,11,ERNSH,16.8,30
515,10442,Tourtiere,2012/2/8,54,ERNSH,5.9,80
516,10442,Louisiana Hot Spiced Okra,2012/2/8,66,ERNSH,13.6,60
517,10443,Queso Cabrales,2012/2/9,11,REGGC,16.8,6
518,10443,Rossle Sauerkraut,2012/2/9,28,REGGC,36.4,12
519,10444,Alice Mutton,2012/2/9,17,BERGS,31.2,10
520,10444,Gumbar Gummibarchen,2012/2/9,26,BERGS,24.9,15
521,10444,Steeleye Stout,2012/2/9,35,BERGS,14.4,8
522,10444,Jack's New England Clam Chowder,2012/2/9,41,BERGS,7.7,30
523,10445,Chartreuse verte,2012/2/10,39,BERGS,14.4,6
524,10445,Tourtiere,2012/2/10,54,BERGS,5.9,15
525,10446,Teatime Chocolate Biscuits,2012/2/11,19,TOMSP,7.3,12
526,10446,Guarana Fantastica,2012/2/11,24,TOMSP,3.6,20
527,10446,Gorgonzola Telino,2012/2/11,31,TOMSP,10,3
528,10446,Filo Mix,2012/2/11,52,TOMSP,5.6,15
529,10447,Teatime Chocolate Biscuits,2012/2/11,19,RICAR,7.3,40
530,10447,Louisiana Fiery Hot Pepper Sauce,2012/2/11,65,RICAR,16.8,35
531,10447,Flotemysost,2012/2/11,71,RICAR,17.2,2
532,10448,Gumbar Gummibarchen,2012/2/14,26,RANCH,24.9,6
533,10448,Boston Crab Meat,2012/2/14,40,RANCH,14.7,20
534,10449,Ikura,2012/2/15,10,BLONP,24.8,14
535,10449,Filo Mix,2012/2/15,52,BLONP,5.6,20
536,10449,Tarte au sucre,2012/2/15,62,BLONP,39.4,35
537,10450,Ikura,2012/2/16,10,VICTE,24.8,20
538,10450,Tourtiere,2012/2/16,54,VICTE,5.9,6
539,10451,Pate chinois,2012/2/16,55,QUICK,19.2,120
540,10451,Wimmers gute Semmelknodel,2012/2/16,64,QUICK,26.6,35
541,10451,Louisiana Fiery Hot Pepper Sauce,2012/2/16,65,QUICK,16.8,28
542,10451,Original Frankfurter grune Sose,2012/2/16,77,QUICK,10.4,55
543,10452,Rossle Sauerkraut,2012/2/17,28,SAVEA,36.4,15
544,10452,Gula Malacca,2012/2/17,44,SAVEA,15.5,100
545,10453,Chocolade,2012/2/18,48,AROUT,10.2,15
546,10453,Outback Lager,2012/2/18,70,AROUT,12,25
547,10454,Pavlova,2012/2/18,16,LAMAI,13.9,20
548,10454,Geitost,2012/2/18,33,LAMAI,2,20
549,10454,Spegesild,2012/2/18,46,LAMAI,9.6,10
550,10455,Chartreuse verte,2012/2/21,39,WARTH,14.4,20
551,10455,Perth Pasties,2012/2/21,53,WARTH,26.2,50
552,10455,Sirop d'erable,2012/2/21,61,WARTH,22.8,25
553,10455,Flotemysost,2012/2/21,71,WARTH,17.2,30
554,10456,Sir Rodney's Scones,2012/2/22,21,KOENE,8,40
555,10456,Maxilaku,2012/2/22,49,KOENE,16,21
556,10457,Raclette Courdavault,2012/2/22,59,KOENE,44,36
557,10458,Gumbar Gummibarchen,2012/2/23,26,SUPRD,24.9,30
558,10458,Rossle Sauerkraut,2012/2/23,28,SUPRD,36.4,30
559,10458,Ipoh Coffee,2012/2/23,43,SUPRD,36.8,20
560,10458,Gnocchi di nonna Alice,2012/2/23,56,SUPRD,30.4,15
561,10458,Flotemysost,2012/2/23,71,SUPRD,17.2,50
562,10459,Uncle Bob's Organic Dried Pears,2012/2/24,7,VICTE,24,16
563,10459,Spegesild,2012/2/24,46,VICTE,9.6,20
564,10459,Mozzarella di Giovanni,2012/2/24,72,VICTE,27.8,40
565,10460,Scottish Longbreads,2012/2/25,68,FOLKO,10,21
566,10460,Rhonbrau Klosterbier,2012/2/25,75,FOLKO,6.2,4
567,10461,Sir Rodney's Scones,2012/2/25,21,LILAS,8,40
568,10461,Nord-Ost Matjeshering,2012/2/25,30,LILAS,20.7,28
569,10461,Pate chinois,2012/2/25,55,LILAS,19.2,60
570,10462,Konbu,2012/2/28,13,CONSH,4.8,1
571,10462,Tunnbrod,2012/2/28,23,CONSH,7.2,21
572,10463,Teatime Chocolate Biscuits,2012/2/29,19,SUPRD,7.3,21
573,10463,Singaporean Hokkien Fried Mee,2012/2/29,42,SUPRD,11.2,50
574,10464,Chef Anton's Cajun Seasoning,2012/2/29,4,FURIB,17.6,16
575,10464,Ipoh Coffee,2012/2/29,43,FURIB,36.8,3
576,10464,Gnocchi di nonna Alice,2012/2/29,56,FURIB,30.4,30
577,10464,Camembert Pierrot,2012/2/29,60,FURIB,27.2,20
578,10465,Guarana Fantastica,2012/3/1,24,VAFFE,3.6,25
579,10465,Thuringer Rostbratwurst,2012/3/1,29,VAFFE,99,18
580,10465,Boston Crab Meat,2012/3/1,40,VAFFE,14.7,20
581,10465,Rogede sild,2012/3/1,45,VAFFE,7.6,30
582,10465,Valkoinen suklaa,2012/3/1,50,VAFFE,13,25
583,10466,Queso Cabrales,2012/3/2,11,COMMI,16.8,10
584,10466,Spegesild,2012/3/2,46,COMMI,9.6,5
585,10467,Guarana Fantastica,2012/3/2,24,MAGAA,3.6,28
586,10467,NuNuCa Nus-Nougat-Creme,2012/3/2,25,MAGAA,11.2,12
587,10468,Nord-Ost Matjeshering,2012/3/3,30,KOENE,20.7,8
588,10468,Ipoh Coffee,2012/3/3,43,KOENE,36.8,15
589,10469,Chang,2012/3/6,2,WHITC,15.2,40
590,10469,Pavlova,2012/3/6,16,WHITC,13.9,35
591,10469,Gula Malacca,2012/3/6,44,WHITC,15.5,2
592,10470,Carnarvon Tigers,2012/3/7,18,BONAP,50,30
593,10470,Tunnbrod,2012/3/7,23,BONAP,7.2,15
594,10470,Wimmers gute Semmelknodel,2012/3/7,64,BONAP,26.6,8
595,10471,Uncle Bob's Organic Dried Pears,2012/3/7,7,BSBEV,24,30
596,10471,Gnocchi di nonna Alice,2012/3/7,56,BSBEV,30.4,20
597,10472,Guarana Fantastica,2012/3/8,24,SEVES,3.6,80
598,10472,Manjimup Dried Apples,2012/3/8,51,SEVES,42.4,18
599,10473,Geitost,2012/3/9,33,ISLAT,2,12
600,10473,Flotemysost,2012/3/9,71,ISLAT,17.2,12
601,10474,Tofu,2012/3/9,14,PERIC,18.6,12
602,10474,Rossle Sauerkraut,2012/3/9,28,PERIC,36.4,18
603,10474,Boston Crab Meat,2012/3/9,40,PERIC,14.7,21
604,10474,Rhonbrau Klosterbier,2012/3/9,75,PERIC,6.2,10
605,10475,Gorgonzola Telino,2012/3/10,31,SUPRD,10,35
606,10475,Louisiana Hot Spiced Okra,2012/3/10,66,SUPRD,13.6,60
607,10475,Lakkalikoori,2012/3/10,76,SUPRD,14.4,42
608,10476,Pate chinois,2012/3/13,55,HILAA,19.2,2
609,10476,Outback Lager,2012/3/13,70,HILAA,12,12
610,10477,Chai,2012/3/13,1,PRINI,14.4,15
611,10477,Sir Rodney's Scones,2012/3/13,21,PRINI,8,21
612,10477,Chartreuse verte,2012/3/13,39,PRINI,14.4,20
613,10478,Ikura,2012/3/14,10,VICTE,24.8,20
614,10479,Cote de Blaye,2012/3/15,38,RATTC,210.8,30
615,10479,Perth Pasties,2012/3/15,53,RATTC,26.2,28
616,10479,Raclette Courdavault,2012/3/15,59,RATTC,44,60
617,10479,Wimmers gute Semmelknodel,2012/3/15,64,RATTC,26.6,30
618,10480,Zaanse koeken,2012/3/16,47,FOLIG,7.6,30
619,10480,Raclette Courdavault,2012/3/16,59,FOLIG,44,12
620,10481,Maxilaku,2012/3/16,49,RICAR,16,24
621,10481,Camembert Pierrot,2012/3/16,60,RICAR,27.2,40
622,10482,Boston Crab Meat,2012/3/17,40,LAZYK,14.7,10
623,10483,Sasquatch Ale,2012/3/20,34,WHITC,11.2,35
624,10483,Original Frankfurter grune Sose,2012/3/20,77,WHITC,10.4,30
625,10484,Sir Rodney's Scones,2012/3/20,21,BSBEV,8,14
626,10484,Boston Crab Meat,2012/3/20,40,BSBEV,14.7,10
627,10484,Manjimup Dried Apples,2012/3/20,51,BSBEV,42.4,3
628,10485,Chang,2012/3/21,2,LINOD,15.2,20
629,10485,Aniseed Syrup,2012/3/21,3,LINOD,8,20
630,10485,Pate chinois,2012/3/21,55,LINOD,19.2,30
631,10485,Outback Lager,2012/3/21,70,LINOD,12,60
632,10486,Queso Cabrales,2012/3/22,11,HILAA,16.8,5
633,10486,Manjimup Dried Apples,2012/3/22,51,HILAA,42.4,25
634,10486,Longlife Tofu,2012/3/22,74,HILAA,8,16
635,10487,Teatime Chocolate Biscuits,2012/3/22,19,QUEEN,7.3,5
636,10487,Gumbar Gummibarchen,2012/3/22,26,QUEEN,24.9,30
637,10487,Tourtiere,2012/3/22,54,QUEEN,5.9,24
638,10488,Raclette Courdavault,2012/3/23,59,FRANK,44,30
639,10488,Rod Kaviar,2012/3/23,73,FRANK,12,20
640,10489,Queso Cabrales,2012/3/24,11,PICCO,16.8,15
641,10489,Pavlova,2012/3/24,16,PICCO,13.9,18
642,10490,Raclette Courdavault,2012/3/27,59,HILAA,44,60
643,10490,Scottish Longbreads,2012/3/27,68,HILAA,10,30
644,10490,Rhonbrau Klosterbier,2012/3/27,75,HILAA,6.2,36
645,10491,Gula Malacca,2012/3/27,44,FURIB,15.5,15
646,10491,Original Frankfurter grune Sose,2012/3/27,77,FURIB,10.4,7
647,10492,NuNuCa Nus-Nougat-Creme,2012/3/28,25,BOTTM,11.2,60
648,10492,Singaporean Hokkien Fried Mee,2012/3/28,42,BOTTM,11.2,20
649,10493,Louisiana Fiery Hot Pepper Sauce,2012/3/29,65,LAMAI,16.8,15
650,10493,Louisiana Hot Spiced Okra,2012/3/29,66,LAMAI,13.6,10
651,10493,Gudbrandsdalsost,2012/3/29,69,LAMAI,28.8,10
652,10494,Gnocchi di nonna Alice,2012/3/29,56,COMMI,30.4,30
653,10495,Tunnbrod,2012/3/30,23,LAUGB,7.2,10
654,10495,Jack's New England Clam Chowder,2012/3/30,41,LAUGB,7.7,20
655,10495,Original Frankfurter grune Sose,2012/3/30,77,LAUGB,10.4,5
656,10496,Gorgonzola Telino,2012/3/31,31,TRADH,10,20
657,10497,Gnocchi di nonna Alice,2012/3/31,56,LEHMS,30.4,14
658,10497,Mozzarella di Giovanni,2012/3/31,72,LEHMS,27.8,25
659,10497,Original Frankfurter grune Sose,2012/3/31,77,LEHMS,10.4,25
660,10498,Guarana Fantastica,2012/4/3,24,HILAA,4.5,14
661,10498,Boston Crab Meat,2012/4/3,40,HILAA,18.4,5
662,10498,Singaporean Hokkien Fried Mee,2012/4/3,42,HILAA,14,30
663,10499,Rossle Sauerkraut,2012/4/4,28,LILAS,45.6,20
664,10499,Maxilaku,2012/4/4,49,LILAS,20,25
665,10500,Genen Shouyu,2012/4/5,15,LAMAI,15.5,12
666,10500,Rossle Sauerkraut,2012/4/5,28,LAMAI,45.6,8
667,10501,Tourtiere,2012/4/5,54,BLAUS,7.45,20
668,10502,Rogede sild,2012/4/6,45,PERIC,9.5,21
669,10502,Perth Pasties,2012/4/6,53,PERIC,32.8,6
670,10502,Laughing Lumberjack Lager,2012/4/6,67,PERIC,14,30
671,10503,Tofu,2012/4/7,14,HUNGO,23.25,70
672,10503,Louisiana Fiery Hot Pepper Sauce,2012/4/7,65,HUNGO,21.05,20
673,10504,Chang,2012/4/7,2,WHITC,19,12
674,10504,Sir Rodney's Scones,2012/4/7,21,WHITC,10,12
675,10504,Perth Pasties,2012/4/7,53,WHITC,32.8,10
676,10504,Sirop d'erable,2012/4/7,61,WHITC,28.5,25
677,10505,Tarte au sucre,2012/4/10,62,MEREP,49.3,3
678,10506,NuNuCa Nus-Nougat-Creme,2012/4/11,25,KOENE,14,18
679,10506,Outback Lager,2012/4/11,70,KOENE,15,14
680,10507,Ipoh Coffee,2012/4/11,43,ANTON,46,15
681,10507,Chocolade,2012/4/11,48,ANTON,12.75,15
682,10508,Konbu,2012/4/12,13,OTTIK,6,10
683,10508,Chartreuse verte,2012/4/12,39,OTTIK,18,10
684,10509,Rossle Sauerkraut,2012/4/13,28,BLAUS,45.6,3
685,10510,Thuringer Rostbratwurst,2012/4/14,29,SAVEA,123.79,36
686,10510,Rhonbrau Klosterbier,2012/4/14,75,SAVEA,7.75,36
687,10511,Chef Anton's Cajun Seasoning,2012/4/14,4,BONAP,22,50
688,10511,Uncle Bob's Organic Dried Pears,2012/4/14,7,BONAP,30,50
689,10511,Northwoods Cranberry Sauce,2012/4/14,8,BONAP,40,10
690,10512,Guarana Fantastica,2012/4/17,24,FAMIA,4.5,10
691,10512,Spegesild,2012/4/17,46,FAMIA,12,9
692,10512,Zaanse koeken,2012/4/17,47,FAMIA,9.5,6
693,10512,Camembert Pierrot,2012/4/17,60,FAMIA,34,12
694,10513,Sir Rodney's Scones,2012/4/18,21,WANDK,10,40
695,10513,Mascarpone Fabioli,2012/4/18,32,WANDK,32,50
696,10513,Sirop d'erable,2012/4/18,61,WANDK,28.5,15
697,10514,Sir Rodney's Marmalade,2012/4/18,20,ERNSH,81,39
698,10514,Rossle Sauerkraut,2012/4/18,28,ERNSH,45.6,35
699,10514,Gnocchi di nonna Alice,2012/4/18,56,ERNSH,38,70
700,10514,Louisiana Fiery Hot Pepper Sauce,2012/4/18,65,ERNSH,21.05,39
701,10514,Rhonbrau Klosterbier,2012/4/18,75,ERNSH,7.75,50
702,10515,Mishi Kobe Niku,2012/4/19,9,QUICK,97,16
703,10515,Pavlova,2012/4/19,16,QUICK,17.45,50
704,10515,Schoggi Schokolade,2012/4/19,27,QUICK,43.9,120
705,10515,Geitost,2012/4/19,33,QUICK,2.5,16
706,10515,Camembert Pierrot,2012/4/19,60,QUICK,34,84
707,10516,Carnarvon Tigers,2012/4/20,18,HUNGO,62.5,25
708,10516,Jack's New England Clam Chowder,2012/4/20,41,HUNGO,9.65,80
709,10516,Singaporean Hokkien Fried Mee,2012/4/20,42,HUNGO,14,20
710,10517,Filo Mix,2012/4/20,52,NORTS,7,6
711,10517,Raclette Courdavault,2012/4/20,59,NORTS,55,4
712,10517,Outback Lager,2012/4/20,70,NORTS,15,6
713,10518,Guarana Fantastica,2012/4/21,24,TORTU,4.5,5
714,10518,Cote de Blaye,2012/4/21,38,TORTU,263.5,15
715,10518,Gula Malacca,2012/4/21,44,TORTU,19.45,9
716,10519,Ikura,2012/4/24,10,CHOPS,31,16
717,10519,Gnocchi di nonna Alice,2012/4/24,56,CHOPS,38,40
718,10519,Camembert Pierrot,2012/4/24,60,CHOPS,34,10
719,10520,Guarana Fantastica,2012/4/25,24,SANTG,4.5,8
720,10520,Perth Pasties,2012/4/25,53,SANTG,32.8,5
721,10521,Steeleye Stout,2012/4/25,35,CACTU,18,3
722,10521,Jack's New England Clam Chowder,2012/4/25,41,CACTU,9.65,10
723,10521,Scottish Longbreads,2012/4/25,68,CACTU,12.5,6
724,10522,Chai,2012/4/26,1,LEHMS,18,40
725,10522,Northwoods Cranberry Sauce,2012/4/26,8,LEHMS,40,24
726,10522,Nord-Ost Matjeshering,2012/4/26,30,LEHMS,25.89,20
727,10522,Boston Crab Meat,2012/4/26,40,LEHMS,18.4,25
728,10523,Alice Mutton,2012/4/27,17,SEVES,39,25
729,10523,Sir Rodney's Marmalade,2012/4/27,20,SEVES,81,15
730,10523,Gravad lax,2012/4/27,37,SEVES,26,18
731,10523,Jack's New England Clam Chowder,2012/4/27,41,SEVES,9.65,6
732,10524,Ikura,2012/4/27,10,BERGS,31,2
733,10524,Nord-Ost Matjeshering,2012/4/27,30,BERGS,25.89,10
734,10524,Ipoh Coffee,2012/4/27,43,BERGS,46,60
735,10524,Tourtiere,2012/4/27,54,BERGS,7.45,15
736,10525,Inlagd Sill,2012/4/28,36,BONAP,19,30
737,10525,Boston Crab Meat,2012/4/28,40,BONAP,18.4,15
738,10526,Chai,2012/5/1,1,WARTH,18,8
739,10526,Konbu,2012/5/1,13,WARTH,6,10
740,10526,Gnocchi di nonna Alice,2012/5/1,56,WARTH,38,30
741,10527,Chef Anton's Cajun Seasoning,2012/5/1,4,QUICK,22,50
742,10527,Inlagd Sill,2012/5/1,36,QUICK,19,30
743,10528,Queso Cabrales,2012/5/2,11,GREAL,21,3
744,10528,Geitost,2012/5/2,33,GREAL,2.5,8
745,10528,Mozzarella di Giovanni,2012/5/2,72,GREAL,34.8,9
746,10529,Pate chinois,2012/5/3,55,MAISD,24,14
747,10529,Scottish Longbreads,2012/5/3,68,MAISD,12.5,20
748,10529,Gudbrandsdalsost,2012/5/3,69,MAISD,36,10
749,10530,Alice Mutton,2012/5/4,17,PICCO,39,40
750,10530,Ipoh Coffee,2012/5/4,43,PICCO,46,25
751,10530,Sirop d'erable,2012/5/4,61,PICCO,28.5,20
752,10530,Lakkalikoori,2012/5/4,76,PICCO,18,50
753,10531,Raclette Courdavault,2012/5/4,59,OCEAN,55,2
754,10532,Nord-Ost Matjeshering,2012/5/5,30,EASTC,25.89,15
755,10532,Louisiana Hot Spiced Okra,2012/5/5,66,EASTC,17,24
756,10533,Chef Anton's Cajun Seasoning,2012/5/8,4,FOLKO,22,50
757,10533,Mozzarella di Giovanni,2012/5/8,72,FOLKO,34.8,24
758,10533,Rod Kaviar,2012/5/8,73,FOLKO,15,24
759,10534,Nord-Ost Matjeshering,2012/5/8,30,LEHMS,25.89,10
760,10534,Boston Crab Meat,2012/5/8,40,LEHMS,18.4,10
761,10534,Tourtiere,2012/5/8,54,LEHMS,7.45,10
762,10535,Queso Cabrales,2012/5/9,11,ANTON,21,50
763,10535,Boston Crab Meat,2012/5/9,40,ANTON,18.4,10
764,10535,Ravioli Angelo,2012/5/9,57,ANTON,19.5,5
765,10535,Raclette Courdavault,2012/5/9,59,ANTON,55,15
766,10536,Queso Manchego La Pastora,2012/5/10,12,LEHMS,38,15
767,10536,Gorgonzola Telino,2012/5/10,31,LEHMS,12.5,20
768,10536,Geitost,2012/5/10,33,LEHMS,2.5,30
769,10536,Camembert Pierrot,2012/5/10,60,LEHMS,34,35
770,10537,Gorgonzola Telino,2012/5/10,31,RICSU,12.5,30
771,10537,Manjimup Dried Apples,2012/5/10,51,RICSU,53,6
772,10537,Escargots de Bourgogne,2012/5/10,58,RICSU,13.25,20
773,10537,Mozzarella di Giovanni,2012/5/10,72,RICSU,34.8,21
774,10537,Rod Kaviar,2012/5/10,73,RICSU,15,9
775,10538,Outback Lager,2012/5/11,70,BSBEV,15,7
776,10538,Mozzarella di Giovanni,2012/5/11,72,BSBEV,34.8,1
777,10539,Konbu,2012/5/12,13,BSBEV,6,8
778,10539,Sir Rodney's Scones,2012/5/12,21,BSBEV,10,15
779,10539,Geitost,2012/5/12,33,BSBEV,2.5,15
780,10539,Maxilaku,2012/5/12,49,BSBEV,20,6
781,10540,Aniseed Syrup,2012/5/15,3,QUICK,10,60
782,10540,Gumbar Gummibarchen,2012/5/15,26,QUICK,31.23,40
783,10540,Cote de Blaye,2012/5/15,38,QUICK,263.5,30
784,10540,Scottish Longbreads,2012/5/15,68,QUICK,12.5,35
785,10541,Guarana Fantastica,2012/5/15,24,HANAR,4.5,35
786,10541,Cote de Blaye,2012/5/15,38,HANAR,263.5,4
787,10541,Louisiana Fiery Hot Pepper Sauce,2012/5/15,65,HANAR,21.05,36
788,10541,Flotemysost,2012/5/15,71,HANAR,21.5,9
789,10542,Queso Cabrales,2012/5/16,11,KOENE,21,15
