"OrderID","OrderDate","BookID","Quantity","Price"
28772,2005/3/29 00:00:00,61,3,590.00
28773,2005/3/29 00:00:00,12,5,600.00
28774,2005/3/29 00:00:00,36,5,380.00
28775,2005/3/29 00:00:00,58,10,520.00
28776,2005/3/29 00:00:00,55,8,670.00
28777,2005/3/29 00:00:00,98,7,690.00
28778,2005/3/29 00:00:00,79,8,640.00
28779,2005/3/29 00:00:00,58,4,520.00
28780,2005/3/29 00:00:00,21,6,490.00
28781,2005/3/29 00:00:00,14,10,670.00
28782,2005/3/29 00:00:00,61,6,590.00
28783,2005/3/29 00:00:00,11,6,460.00
28784,2005/3/29 00:00:00,37,1,360.00
28785,2005/3/29 00:00:00,67,1,440.00
28786,2005/3/29 00:00:00,94,10,690.00
28787,2005/3/29 00:00:00,40,1,670.00
28788,2005/3/29 00:00:00,60,10,570.00
28789,2005/3/29 00:00:00,80,2,330.00
28790,2005/3/29 00:00:00,96,8,660.00
28791,2005/3/29 00:00:00,44,1,540.00
28792,2005/3/29 00:00:00,95,9,550.00
28793,2005/3/29 00:00:00,13,7,700.00
28794,2005/3/29 00:00:00,94,4,690.00
28795,2005/3/29 00:00:00,20,2,530.00
28796,2005/3/29 00:00:00,78,4,570.00
28797,2005/3/29 00:00:00,62,2,400.00
28798,2005/3/29 00:00:00,22,4,530.00
28799,2005/3/29 00:00:00,88,5,620.00
28800,2005/3/29 00:00:00,75,2,600.00
28801,2005/3/29 00:00:00,38,8,580.00
28802,2005/3/29 00:00:00,69,9,670.00
28803,2005/3/29 00:00:00,76,10,380.00
28804,2005/3/29 00:00:00,11,7,460.00
28805,2005/3/29 00:00:00,85,10,440.00
28806,2005/3/29 00:00:00,61,6,590.00
28807,2005/3/29 00:00:00,90,7,500.00
28808,2005/3/29 00:00:00,99,5,530.00
28809,2005/3/29 00:00:00,28,9,660.00
28810,2005/3/29 00:00:00,6,9,320.00
28811,2005/3/29 00:00:00,57,1,670.00
28812,2005/3/29 00:00:00,33,1,590.00
28813,2005/3/29 00:00:00,5,8,340.00
28814,2005/3/29 00:00:00,34,7,410.00
28815,2005/3/29 00:00:00,88,9,620.00
28816,2005/3/29 00:00:00,33,9,590.00
28817,2005/3/29 00:00:00,13,9,700.00
28818,2005/3/29 00:00:00,42,9,320.00
28819,2005/3/29 00:00:00,57,2,670.00
28820,2005/3/29 00:00:00,13,6,700.00
28821,2005/3/29 00:00:00,17,2,410.00
28822,2005/3/29 00:00:00,30,7,380.00
28823,2005/3/29 00:00:00,17,2,410.00
28824,2005/3/29 00:00:00,53,10,670.00
28825,2005/3/29 00:00:00,39,1,570.00
28826,2005/3/29 00:00:00,53,2,670.00
28827,2005/3/29 00:00:00,78,6,570.00
28828,2005/3/29 00:00:00,34,10,410.00
28829,2005/3/29 00:00:00,24,5,650.00
28830,2005/3/29 00:00:00,88,1,620.00
28831,2005/3/29 00:00:00,82,9,360.00
28832,2005/3/29 00:00:00,55,5,670.00
28833,2005/3/29 00:00:00,81,4,390.00
28834,2005/3/29 00:00:00,63,5,330.00
28835,2005/3/29 00:00:00,13,4,700.00
28836,2005/3/29 00:00:00,20,7,530.00
28837,2005/3/29 00:00:00,86,5,360.00
28838,2005/3/29 00:00:00,88,10,620.00
28839,2005/3/29 00:00:00,46,2,350.00
28840,2005/3/29 00:00:00,13,1,700.00
28841,2005/3/29 00:00:00,72,5,350.00
28842,2005/3/29 00:00:00,3,6,400.00
28843,2005/3/29 00:00:00,23,4,320.00
28844,2005/3/29 00:00:00,47,1,580.00
28845,2005/3/29 00:00:00,6,1,320.00
28846,2005/3/29 00:00:00,4,9,430.00
28847,2005/3/29 00:00:00,84,9,520.00
28848,2005/3/29 00:00:00,6,2,320.00
28849,2005/3/29 00:00:00,12,8,600.00
28850,2005/3/29 00:00:00,98,10,690.00
28851,2005/3/29 00:00:00,67,5,440.00
28852,2005/3/29 00:00:00,32,10,660.00
28853,2005/3/29 00:00:00,76,8,380.00
28854,2005/3/29 00:00:00,83,4,490.00
28855,2005/3/29 00:00:00,94,10,690.00
28856,2005/3/29 00:00:00,15,10,420.00
28857,2005/3/29 00:00:00,59,7,450.00
28858,2005/3/29 00:00:00,46,2,350.00
28859,2005/3/29 00:00:00,70,7,440.00
28860,2005/3/29 00:00:00,84,2,520.00
28861,2005/3/29 00:00:00,89,2,460.00
28862,2005/3/29 00:00:00,74,10,570.00
28863,2005/3/29 00:00:00,100,7,520.00
28864,2005/3/29 00:00:00,2,9,550.00
28865,2005/3/29 00:00:00,11,1,460.00
28866,2005/3/29 00:00:00,84,6,520.00
28867,2005/3/29 00:00:00,5,10,340.00
28868,2005/3/29 00:00:00,36,7,380.00
28869,2005/3/29 00:00:00,51,5,440.00
28870,2005/3/29 00:00:00,40,9,670.00
28871,2005/3/29 00:00:00,29,7,390.00
28872,2005/3/29 00:00:00,46,4,350.00
28873,2005/3/29 00:00:00,11,4,460.00
28874,2005/3/29 00:00:00,21,9,490.00
28875,2005/3/29 00:00:00,41,3,400.00
28876,2005/3/29 00:00:00,36,4,380.00
28877,2005/3/29 00:00:00,75,2,600.00
28878,2005/3/29 00:00:00,92,3,440.00
28879,2005/3/29 00:00:00,28,3,660.00
28880,2005/3/29 00:00:00,59,4,450.00
28881,2005/3/29 00:00:00,10,4,630.00
28882,2005/3/29 00:00:00,20,8,530.00
28883,2005/3/29 00:00:00,29,8,390.00
28884,2005/3/29 00:00:00,49,5,640.00
28885,2005/3/29 00:00:00,71,7,590.00
28886,2005/3/29 00:00:00,75,10,600.00
28887,2005/3/29 00:00:00,22,6,530.00
28888,2005/3/29 00:00:00,57,9,670.00
28889,2005/3/29 00:00:00,54,8,490.00
28890,2005/3/29 00:00:00,63,10,330.00
28891,2005/3/29 00:00:00,85,6,440.00
28892,2005/3/29 00:00:00,25,4,670.00
28893,2005/3/29 00:00:00,76,10,380.00
28894,2005/3/29 00:00:00,24,6,650.00
28895,2005/3/29 00:00:00,97,2,700.00
28896,2005/3/29 00:00:00,92,2,440.00
28897,2005/3/29 00:00:00,57,7,670.00
28898,2005/3/29 00:00:00,40,10,670.00
28899,2005/3/29 00:00:00,30,7,380.00
28900,2005/3/29 00:00:00,3,8,400.00
28901,2005/3/29 00:00:00,20,3,530.00
28902,2005/3/29 00:00:00,28,10,660.00
28903,2005/3/29 00:00:00,40,3,670.00
28904,2005/3/29 00:00:00,60,1,570.00
28905,2005/3/29 00:00:00,100,7,520.00
28906,2005/3/29 00:00:00,98,5,690.00
28907,2005/3/29 00:00:00,96,5,660.00
28908,2005/3/29 00:00:00,47,3,580.00
28909,2005/3/29 00:00:00,79,2,640.00
28910,2005/3/29 00:00:00,88,7,620.00
28911,2005/3/29 00:00:00,64,7,550.00
28912,2005/3/29 00:00:00,94,7,690.00
28913,2005/3/29 00:00:00,5,10,340.00
28914,2005/3/29 00:00:00,44,8,540.00
28915,2005/3/29 00:00:00,9,5,550.00
28916,2005/3/29 00:00:00,47,5,580.00
28917,2005/3/29 00:00:00,82,10,360.00
28918,2005/3/29 00:00:00,48,3,590.00
28919,2005/3/29 00:00:00,63,4,330.00
28920,2005/3/29 00:00:00,98,10,690.00
28921,2005/3/29 00:00:00,49,6,640.00
28922,2005/3/29 00:00:00,5,3,340.00
28923,2005/3/29 00:00:00,28,9,660.00
28924,2005/3/29 00:00:00,51,3,440.00
28925,2005/3/29 00:00:00,53,5,670.00
28926,2005/3/29 00:00:00,65,7,470.00
28927,2005/3/29 00:00:00,90,9,500.00
28928,2005/3/29 00:00:00,46,6,350.00
28929,2005/3/29 00:00:00,33,7,590.00
28930,2005/3/29 00:00:00,42,8,320.00
28931,2005/3/29 00:00:00,38,3,580.00
28932,2005/3/29 00:00:00,65,3,470.00
28933,2005/3/29 00:00:00,96,4,660.00
28934,2005/3/29 00:00:00,57,5,670.00
28935,2005/3/29 00:00:00,44,5,540.00
28936,2005/3/29 00:00:00,1,5,610.00
28937,2005/3/29 00:00:00,7,5,440.00
28938,2005/3/29 00:00:00,39,2,570.00
28939,2005/3/29 00:00:00,51,3,440.00
28940,2005/3/29 00:00:00,62,7,400.00
28941,2005/3/29 00:00:00,14,8,670.00
28942,2005/3/29 00:00:00,71,4,590.00
28943,2005/3/29 00:00:00,42,6,320.00
28944,2005/3/29 00:00:00,16,2,600.00
28945,2005/3/29 00:00:00,19,5,590.00
28946,2005/3/29 00:00:00,49,2,640.00
28947,2005/3/29 00:00:00,65,7,470.00
28948,2005/3/29 00:00:00,77,3,650.00
28949,2005/3/29 00:00:00,39,4,570.00
28950,2005/3/29 00:00:00,67,10,440.00
28951,2005/3/29 00:00:00,98,3,690.00
28952,2005/3/29 00:00:00,79,6,640.00
28953,2005/3/29 00:00:00,13,10,700.00
28954,2005/3/29 00:00:00,3,8,400.00
28955,2005/3/29 00:00:00,38,10,580.00
28956,2005/3/29 00:00:00,55,5,670.00
28957,2005/3/29 00:00:00,91,10,380.00
28958,2005/3/29 00:00:00,61,9,590.00
28959,2005/3/29 00:00:00,47,10,580.00
28960,2005/3/29 00:00:00,84,10,520.00
28961,2005/3/29 00:00:00,91,10,380.00
28962,2005/3/29 00:00:00,66,2,660.00
28963,2005/3/29 00:00:00,66,8,660.00
28964,2005/3/29 00:00:00,49,10,640.00
28965,2005/3/29 00:00:00,33,1,590.00
28966,2005/3/29 00:00:00,91,8,380.00
28967,2005/3/29 00:00:00,54,9,490.00
28968,2005/3/29 00:00:00,91,9,380.00
28969,2005/3/29 00:00:00,29,5,390.00
28970,2005/3/29 00:00:00,74,7,570.00
28971,2005/3/29 00:00:00,55,6,670.00
28972,2005/3/29 00:00:00,80,8,330.00
28973,2005/3/29 00:00:00,70,4,440.00
28974,2005/3/29 00:00:00,89,7,460.00
28975,2005/3/29 00:00:00,78,2,570.00
28976,2005/3/29 00:00:00,28,8,660.00
28977,2005/3/29 00:00:00,67,4,440.00
28978,2005/3/29 00:00:00,77,9,650.00
28979,2005/3/29 00:00:00,92,8,440.00
28980,2005/3/29 00:00:00,78,7,570.00
28981,2005/3/29 00:00:00,5,8,340.00
28982,2005/3/29 00:00:00,41,7,400.00
28983,2005/3/29 00:00:00,68,10,590.00
28984,2005/3/29 00:00:00,82,10,360.00
28985,2005/3/29 00:00:00,80,3,330.00
28986,2005/3/29 00:00:00,35,8,350.00
28987,2005/3/29 00:00:00,76,3,380.00
28988,2005/3/29 00:00:00,26,2,360.00
28989,2005/3/29 00:00:00,5,8,340.00
28990,2005/3/29 00:00:00,97,9,700.00
28991,2005/3/29 00:00:00,37,2,360.00
28992,2005/3/29 00:00:00,37,1,360.00
28993,2005/3/29 00:00:00,33,8,590.00
28994,2005/3/29 00:00:00,93,10,540.00
28995,2005/3/29 00:00:00,27,10,590.00
28996,2005/3/29 00:00:00,76,4,380.00
28997,2005/3/29 00:00:00,26,5,360.00
28998,2005/3/29 00:00:00,31,5,560.00
28999,2005/3/29 00:00:00,39,9,570.00
29000,2005/3/29 00:00:00,51,4,440.00
29001,2005/3/29 00:00:00,59,10,450.00
29002,2005/3/29 00:00:00,21,2,490.00
29003,2005/3/29 00:00:00,38,9,580.00
29004,2005/3/29 00:00:00,88,9,620.00
29005,2005/3/29 00:00:00,89,4,460.00
29006,2005/3/29 00:00:00,100,1,520.00
29007,2005/3/29 00:00:00,78,10,570.00
29008,2005/3/29 00:00:00,85,6,440.00
29009,2005/3/29 00:00:00,57,10,670.00
29010,2005/3/29 00:00:00,98,4,690.00
29011,2005/3/29 00:00:00,91,10,380.00
29012,2005/3/29 00:00:00,85,2,440.00
29013,2005/3/29 00:00:00,62,8,400.00
29014,2005/3/29 00:00:00,72,2,350.00
29015,2005/3/29 00:00:00,57,10,670.00
29016,2005/3/29 00:00:00,85,1,440.00
29017,2005/3/29 00:00:00,87,8,620.00
29018,2005/3/29 00:00:00,82,4,360.00
29019,2005/3/29 00:00:00,18,7,680.00
29020,2005/3/29 00:00:00,93,4,540.00
29021,2005/3/29 00:00:00,21,10,490.00
29022,2005/3/29 00:00:00,19,8,590.00
29023,2005/3/29 00:00:00,38,4,580.00
29024,2005/3/29 00:00:00,3,8,400.00
29025,2005/3/29 00:00:00,96,5,660.00
29026,2005/3/29 00:00:00,4,3,430.00
29027,2005/3/29 00:00:00,14,9,670.00
29028,2005/3/29 00:00:00,77,2,650.00
29029,2005/3/29 00:00:00,53,6,670.00
29030,2005/3/29 00:00:00,30,6,380.00
29031,2005/3/29 00:00:00,39,9,570.00
29032,2005/3/29 00:00:00,54,8,490.00
29033,2005/3/29 00:00:00,28,10,660.00
29034,2005/3/29 00:00:00,89,2,460.00
29035,2005/3/29 00:00:00,7,6,440.00
29036,2005/3/29 00:00:00,86,6,360.00
29037,2005/3/29 00:00:00,2,10,550.00
29038,2005/3/29 00:00:00,80,1,330.00
29039,2005/3/29 00:00:00,94,6,690.00
29040,2005/3/29 00:00:00,25,9,670.00
29041,2005/3/29 00:00:00,80,7,330.00
29042,2005/3/29 00:00:00,42,2,320.00
29043,2005/3/29 00:00:00,93,7,540.00
29044,2005/3/29 00:00:00,89,3,460.00
29045,2005/3/29 00:00:00,67,8,440.00
29046,2005/3/29 00:00:00,27,3,590.00
29047,2005/3/29 00:00:00,40,6,670.00
29048,2005/3/29 00:00:00,23,5,320.00
29049,2005/3/29 00:00:00,70,3,440.00
29050,2005/3/29 00:00:00,100,6,520.00
29051,2005/3/29 00:00:00,30,7,380.00
29052,2005/3/29 00:00:00,69,10,670.00
29053,2005/3/29 00:00:00,7,3,440.00
29054,2005/3/29 00:00:00,37,6,360.00
29055,2005/3/29 00:00:00,59,8,450.00
29056,2005/3/29 00:00:00,36,8,380.00
29057,2005/3/29 00:00:00,48,8,590.00
29058,2005/3/29 00:00:00,36,3,380.00
29059,2005/3/29 00:00:00,76,3,380.00
29060,2005/3/29 00:00:00,71,8,590.00
29061,2005/3/29 00:00:00,76,3,380.00
29062,2005/3/29 00:00:00,52,7,640.00
29063,2005/3/29 00:00:00,40,2,670.00
29064,2005/3/29 00:00:00,36,2,380.00
29065,2005/3/29 00:00:00,38,10,580.00
29066,2005/3/29 00:00:00,67,3,440.00
29067,2005/3/29 00:00:00,15,5,420.00
29068,2005/3/29 00:00:00,89,2,460.00
29069,2005/3/29 00:00:00,83,7,490.00
29070,2005/3/29 00:00:00,12,4,600.00
29071,2005/3/29 00:00:00,53,10,670.00
29072,2005/3/29 00:00:00,43,9,550.00
29073,2005/3/29 00:00:00,30,6,380.00
29074,2005/3/29 00:00:00,7,5,440.00
29075,2005/3/30 00:00:00,40,3,670.00
29076,2005/3/30 00:00:00,38,4,580.00
29077,2005/3/30 00:00:00,94,3,690.00
29078,2005/3/30 00:00:00,54,7,490.00
29079,2005/3/30 00:00:00,63,3,330.00
29080,2005/3/30 00:00:00,35,4,350.00
29081,2005/3/30 00:00:00,55,7,670.00
29082,2005/3/30 00:00:00,40,7,670.00
29083,2005/3/30 00:00:00,75,5,600.00
29084,2005/3/30 00:00:00,42,7,320.00
29085,2005/3/30 00:00:00,45,9,300.00
29086,2005/3/30 00:00:00,47,6,580.00
29087,2005/3/30 00:00:00,72,2,350.00
29088,2005/3/30 00:00:00,63,9,330.00
29089,2005/3/30 00:00:00,56,8,480.00
29090,2005/3/30 00:00:00,76,1,380.00
29091,2005/3/30 00:00:00,21,5,490.00
29092,2005/3/30 00:00:00,13,7,700.00
29093,2005/3/30 00:00:00,80,6,330.00
29094,2005/3/30 00:00:00,22,3,530.00
29095,2005/3/30 00:00:00,45,9,300.00
29096,2005/3/30 00:00:00,75,8,600.00
29097,2005/3/30 00:00:00,54,4,490.00
29098,2005/3/30 00:00:00,22,1,530.00
29099,2005/3/30 00:00:00,75,4,600.00
29100,2005/3/30 00:00:00,78,1,570.00
29101,2005/3/30 00:00:00,100,10,520.00
29102,2005/3/30 00:00:00,35,7,350.00
29103,2005/3/30 00:00:00,20,5,530.00
29104,2005/3/30 00:00:00,56,2,480.00
29105,2005/3/30 00:00:00,25,4,670.00
29106,2005/3/30 00:00:00,49,3,640.00
29107,2005/3/30 00:00:00,50,5,400.00
29108,2005/3/30 00:00:00,6,3,320.00
29109,2005/3/30 00:00:00,78,7,570.00
29110,2005/3/30 00:00:00,72,2,350.00
29111,2005/3/30 00:00:00,83,9,490.00
29112,2005/3/30 00:00:00,79,4,640.00
29113,2005/3/30 00:00:00,59,4,450.00
29114,2005/3/30 00:00:00,97,9,700.00
29115,2005/3/30 00:00:00,63,5,330.00
29116,2005/3/30 00:00:00,54,7,490.00
29117,2005/3/30 00:00:00,82,1,360.00
29118,2005/3/30 00:00:00,94,1,690.00
29119,2005/3/30 00:00:00,5,7,340.00
29120,2005/3/30 00:00:00,54,7,490.00
29121,2005/3/30 00:00:00,84,5,520.00
29122,2005/3/30 00:00:00,78,5,570.00
29123,2005/3/30 00:00:00,96,4,660.00
29124,2005/3/30 00:00:00,90,7,500.00
29125,2005/3/30 00:00:00,44,10,540.00
29126,2005/3/30 00:00:00,33,5,590.00
29127,2005/3/30 00:00:00,85,8,440.00
29128,2005/3/30 00:00:00,60,2,570.00
29129,2005/3/30 00:00:00,70,4,440.00
29130,2005/3/30 00:00:00,84,6,520.00
29131,2005/3/30 00:00:00,88,8,620.00
29132,2005/3/30 00:00:00,96,7,660.00
29133,2005/3/30 00:00:00,33,1,590.00
29134,2005/3/30 00:00:00,85,1,440.00
29135,2005/3/30 00:00:00,74,3,570.00
29136,2005/3/30 00:00:00,26,7,360.00
29137,2005/3/30 00:00:00,24,10,650.00
29138,2005/3/30 00:00:00,50,4,400.00
29139,2005/3/30 00:00:00,48,5,590.00
29140,2005/3/30 00:00:00,32,7,660.00
29141,2005/3/30 00:00:00,7,5,440.00
29142,2005/3/30 00:00:00,80,8,330.00
29143,2005/3/30 00:00:00,6,8,320.00
29144,2005/3/30 00:00:00,26,2,360.00
29145,2005/3/30 00:00:00,64,8,550.00
29146,2005/3/30 00:00:00,99,7,530.00
29147,2005/3/30 00:00:00,87,7,620.00
29148,2005/3/30 00:00:00,12,10,600.00
29149,2005/3/30 00:00:00,54,3,490.00
29150,2005/3/30 00:00:00,50,10,400.00
29151,2005/3/30 00:00:00,44,7,540.00
29152,2005/3/30 00:00:00,67,3,440.00
29153,2005/3/30 00:00:00,2,8,550.00
29154,2005/3/30 00:00:00,15,1,420.00
29155,2005/3/30 00:00:00,41,5,400.00
29156,2005/3/30 00:00:00,67,5,440.00
29157,2005/3/30 00:00:00,6,2,320.00
29158,2005/3/30 00:00:00,67,4,440.00
29159,2005/3/30 00:00:00,3,3,400.00
29160,2005/3/30 00:00:00,29,10,390.00
29161,2005/3/30 00:00:00,25,6,670.00
29162,2005/3/30 00:00:00,50,10,400.00
29163,2005/3/30 00:00:00,66,5,660.00
29164,2005/3/30 00:00:00,17,2,410.00
29165,2005/3/30 00:00:00,6,9,320.00
29166,2005/3/30 00:00:00,97,3,700.00
29167,2005/3/30 00:00:00,19,6,590.00
29168,2005/3/30 00:00:00,24,3,650.00
29169,2005/3/30 00:00:00,90,3,500.00
29170,2005/3/30 00:00:00,17,4,410.00
29171,2005/3/30 00:00:00,95,9,550.00
29172,2005/3/30 00:00:00,45,6,300.00
29173,2005/3/30 00:00:00,3,8,400.00
29174,2005/3/30 00:00:00,100,4,520.00
29175,2005/3/30 00:00:00,27,7,590.00
29176,2005/3/30 00:00:00,18,5,680.00
29177,2005/3/30 00:00:00,35,8,350.00
29178,2005/3/30 00:00:00,8,8,580.00
29179,2005/3/30 00:00:00,63,1,330.00
29180,2005/3/30 00:00:00,17,4,410.00
29181,2005/3/30 00:00:00,49,8,640.00
29182,2005/3/30 00:00:00,55,2,670.00
29183,2005/3/30 00:00:00,29,7,390.00
29184,2005/3/30 00:00:00,71,1,590.00
29185,2005/3/30 00:00:00,54,7,490.00
29186,2005/3/30 00:00:00,28,5,660.00
29187,2005/3/30 00:00:00,60,4,570.00
29188,2005/3/30 00:00:00,72,8,350.00
29189,2005/3/30 00:00:00,33,6,590.00
29190,2005/3/30 00:00:00,79,10,640.00
29191,2005/3/30 00:00:00,18,8,680.00
29192,2005/3/30 00:00:00,18,6,680.00
29193,2005/3/30 00:00:00,64,7,550.00
29194,2005/3/30 00:00:00,24,7,650.00
29195,2005/3/30 00:00:00,60,3,570.00
29196,2005/3/30 00:00:00,92,7,440.00
29197,2005/3/30 00:00:00,55,1,670.00
29198,2005/3/30 00:00:00,29,1,390.00
29199,2005/3/30 00:00:00,60,9,570.00
29200,2005/3/30 00:00:00,45,10,300.00
29201,2005/3/30 00:00:00,51,1,440.00
29202,2005/3/30 00:00:00,95,7,550.00
29203,2005/3/30 00:00:00,96,1,660.00
29204,2005/3/30 00:00:00,41,10,400.00
29205,2005/3/30 00:00:00,45,2,300.00
29206,2005/3/30 00:00:00,42,3,320.00
29207,2005/3/30 00:00:00,37,1,360.00
29208,2005/3/30 00:00:00,32,1,660.00
29209,2005/3/30 00:00:00,82,2,360.00
29210,2005/3/30 00:00:00,67,7,440.00
29211,2005/3/30 00:00:00,46,1,350.00
29212,2005/3/30 00:00:00,71,4,590.00
29213,2005/3/30 00:00:00,74,8,570.00
29214,2005/3/30 00:00:00,65,6,470.00
29215,2005/3/30 00:00:00,71,7,590.00
29216,2005/3/30 00:00:00,24,7,650.00
29217,2005/3/30 00:00:00,72,1,350.00
29218,2005/3/30 00:00:00,97,4,700.00
29219,2005/3/30 00:00:00,62,2,400.00
29220,2005/3/30 00:00:00,21,2,490.00
29221,2005/3/30 00:00:00,81,2,390.00
29222,2005/3/30 00:00:00,84,2,520.00
29223,2005/3/30 00:00:00,90,3,500.00
29224,2005/3/30 00:00:00,69,4,670.00
29225,2005/3/30 00:00:00,50,4,400.00
29226,2005/3/30 00:00:00,94,2,690.00
29227,2005/3/30 00:00:00,52,8,640.00
29228,2005/3/30 00:00:00,69,2,670.00
29229,2005/3/30 00:00:00,78,4,570.00
29230,2005/3/30 00:00:00,22,10,530.00
29231,2005/3/30 00:00:00,40,8,670.00
29232,2005/3/30 00:00:00,26,4,360.00
29233,2005/3/30 00:00:00,29,6,390.00
29234,2005/3/30 00:00:00,4,10,430.00
29235,2005/3/30 00:00:00,22,9,530.00
29236,2005/3/30 00:00:00,60,9,570.00
29237,2005/3/30 00:00:00,89,10,460.00
29238,2005/3/30 00:00:00,77,8,650.00
29239,2005/3/30 00:00:00,60,8,570.00
29240,2005/3/30 00:00:00,79,7,640.00
29241,2005/3/30 00:00:00,56,1,480.00
29242,2005/3/30 00:00:00,74,2,570.00
29243,2005/3/30 00:00:00,63,2,330.00
29244,2005/3/30 00:00:00,46,7,350.00
29245,2005/3/30 00:00:00,62,9,400.00
29246,2005/3/30 00:00:00,61,5,590.00
29247,2005/3/30 00:00:00,89,4,460.00
29248,2005/3/30 00:00:00,98,5,690.00
29249,2005/3/30 00:00:00,67,7,440.00
29250,2005/3/30 00:00:00,51,9,440.00
29251,2005/3/30 00:00:00,27,6,590.00
29252,2005/3/30 00:00:00,45,8,300.00
29253,2005/3/30 00:00:00,85,6,440.00
29254,2005/3/30 00:00:00,47,7,580.00
29255,2005/3/30 00:00:00,92,6,440.00
29256,2005/3/30 00:00:00,39,1,570.00
29257,2005/3/30 00:00:00,30,4,380.00
29258,2005/3/30 00:00:00,36,6,380.00
29259,2005/3/30 00:00:00,61,6,590.00
29260,2005/3/30 00:00:00,65,5,470.00
29261,2005/3/30 00:00:00,68,8,590.00
29262,2005/3/30 00:00:00,40,8,670.00
29263,2005/3/30 00:00:00,98,3,690.00
29264,2005/3/30 00:00:00,12,2,600.00
29265,2005/3/30 00:00:00,35,8,350.00
29266,2005/3/30 00:00:00,61,1,590.00
29267,2005/3/30 00:00:00,63,10,330.00
29268,2005/3/30 00:00:00,82,7,360.00
29269,2005/3/30 00:00:00,31,1,560.00
29270,2005/3/30 00:00:00,80,2,330.00
29271,2005/3/30 00:00:00,43,10,550.00
29272,2005/3/30 00:00:00,35,10,350.00
29273,2005/3/30 00:00:00,47,7,580.00
29274,2005/3/30 00:00:00,40,3,670.00
29275,2005/3/30 00:00:00,14,9,670.00
29276,2005/3/30 00:00:00,60,3,570.00
29277,2005/3/30 00:00:00,92,10,440.00
29278,2005/3/30 00:00:00,20,1,530.00
29279,2005/3/30 00:00:00,7,9,440.00
29280,2005/3/30 00:00:00,71,7,590.00
29281,2005/3/30 00:00:00,1,10,610.00
29282,2005/3/30 00:00:00,49,4,640.00
29283,2005/3/30 00:00:00,12,8,600.00
29284,2005/3/30 00:00:00,18,2,680.00
29285,2005/3/30 00:00:00,17,4,410.00
29286,2005/3/30 00:00:00,87,9,620.00
29287,2005/3/30 00:00:00,14,2,670.00
29288,2005/3/30 00:00:00,11,6,460.00
29289,2005/3/30 00:00:00,70,6,440.00
29290,2005/3/30 00:00:00,37,10,360.00
29291,2005/3/30 00:00:00,21,10,490.00
29292,2005/3/30 00:00:00,72,2,350.00
29293,2005/3/30 00:00:00,51,2,440.00
29294,2005/3/30 00:00:00,73,5,360.00
29295,2005/3/30 00:00:00,73,2,360.00
29296,2005/3/30 00:00:00,64,2,550.00
29297,2005/3/30 00:00:00,33,8,590.00
29298,2005/3/30 00:00:00,46,3,350.00
29299,2005/3/30 00:00:00,31,1,560.00
29300,2005/3/30 00:00:00,14,9,670.00
29301,2005/3/30 00:00:00,93,1,540.00
29302,2005/3/30 00:00:00,40,8,670.00
29303,2005/3/30 00:00:00,74,3,570.00
29304,2005/3/30 00:00:00,76,10,380.00
29305,2005/3/30 00:00:00,66,7,660.00
29306,2005/3/30 00:00:00,50,5,400.00
29307,2005/3/30 00:00:00,50,6,400.00
29308,2005/3/30 00:00:00,23,8,320.00
29309,2005/3/30 00:00:00,87,1,620.00
29310,2005/3/30 00:00:00,42,7,320.00
29311,2005/3/30 00:00:00,83,6,490.00
29312,2005/3/30 00:00:00,92,7,440.00
29313,2005/3/30 00:00:00,8,3,580.00
29314,2005/3/30 00:00:00,79,8,640.00
29315,2005/3/30 00:00:00,95,4,550.00
29316,2005/3/30 00:00:00,5,6,340.00
29317,2005/3/30 00:00:00,76,4,380.00
29318,2005/3/30 00:00:00,95,6,550.00
29319,2005/3/30 00:00:00,3,6,400.00
29320,2005/3/30 00:00:00,31,1,560.00
29321,2005/3/30 00:00:00,14,7,670.00
29322,2005/3/30 00:00:00,100,4,520.00
29323,2005/3/30 00:00:00,13,10,700.00
29324,2005/3/30 00:00:00,27,4,590.00
29325,2005/3/30 00:00:00,67,4,440.00
29326,2005/3/30 00:00:00,87,3,620.00
29327,2005/3/30 00:00:00,49,3,640.00
29328,2005/3/30 00:00:00,92,6,440.00
29329,2005/3/30 00:00:00,96,3,660.00
29330,2005/3/30 00:00:00,6,6,320.00
29331,2005/3/30 00:00:00,73,2,360.00
29332,2005/3/30 00:00:00,50,10,400.00
29333,2005/3/30 00:00:00,22,4,530.00
29334,2005/3/30 00:00:00,7,1,440.00
29335,2005/3/30 00:00:00,20,9,530.00
29336,2005/3/30 00:00:00,17,9,410.00
29337,2005/3/30 00:00:00,79,1,640.00
29338,2005/3/30 00:00:00,94,1,690.00
29339,2005/3/30 00:00:00,40,1,670.00
29340,2005/3/30 00:00:00,27,9,590.00
29341,2005/3/30 00:00:00,82,4,360.00
29342,2005/3/30 00:00:00,78,10,570.00
29343,2005/3/30 00:00:00,13,7,700.00
29344,2005/3/30 00:00:00,10,1,630.00
29345,2005/3/30 00:00:00,47,2,580.00
29346,2005/3/30 00:00:00,87,7,620.00
29347,2005/3/30 00:00:00,13,10,700.00
29348,2005/3/30 00:00:00,52,3,640.00
29349,2005/3/30 00:00:00,66,4,660.00
29350,2005/3/30 00:00:00,86,3,360.00
29351,2005/3/30 00:00:00,11,3,460.00
29352,2005/3/30 00:00:00,36,10,380.00
29353,2005/3/30 00:00:00,37,10,360.00
