BladeName,Family,D,P,c/R,r/R,beta
apcsp 10.0x8.0,apcsp,10.0,8.0,0.163,0.7,19.99
apcsp 10.0x8.0,apcsp,10.0,8.0,0.155,0.75,18.47
apcsp 10.0x8.0,apcsp,10.0,8.0,0.141,0.8,16.94
apcsp 10.0x8.0,apcsp,10.0,8.0,0.122,0.85,15.53
apcsp 10.0x8.0,apcsp,10.0,8.0,0.096,0.9,13.72
apcsp 10.0x8.0,apcsp,10.0,8.0,0.059,0.95,11.19
apcsp 10.0x8.0,apcsp,10.0,8.0,0.021,1.0,8.6
apcsp 11.0x4.0,apcsp,11.0,4.0,0.17,0.15,28.19
apcsp 11.0x4.0,apcsp,11.0,4.0,0.169,0.2,30.01
apcsp 11.0x4.0,apcsp,11.0,4.0,0.168,0.25,30.46
apcsp 11.0x4.0,apcsp,11.0,4.0,0.164,0.3,27.59
apcsp 11.0x4.0,apcsp,11.0,4.0,0.162,0.35,23.97
apcsp 11.0x4.0,apcsp,11.0,4.0,0.161,0.4,21.02
apcsp 11.0x4.0,apcsp,11.0,4.0,0.162,0.45,18.63
apcsp 11.0x4.0,apcsp,11.0,4.0,0.163,0.5,16.77
apcsp 11.0x4.0,apcsp,11.0,4.0,0.163,0.55,15.23
apcsp 11.0x4.0,apcsp,11.0,4.0,0.161,0.6,13.88
apcsp 11.0x4.0,apcsp,11.0,4.0,0.158,0.65,12.74
apcsp 11.0x4.0,apcsp,11.0,4.0,0.153,0.7,11.63
apcsp 11.0x4.0,apcsp,11.0,4.0,0.143,0.75,10.69
apcsp 11.0x4.0,apcsp,11.0,4.0,0.129,0.8,9.8
apcsp 11.0x4.0,apcsp,11.0,4.0,0.109,0.85,8.69
apcsp 11.0x4.0,apcsp,11.0,4.0,0.084,0.9,7.32
apcsp 11.0x4.0,apcsp,11.0,4.0,0.051,0.95,6.29
apcsp 11.0x4.0,apcsp,11.0,4.0,0.017,1.0,5.29
apcsp 11.0x5.0,apcsp,11.0,5.0,0.167,0.15,27.64
apcsp 11.0x5.0,apcsp,11.0,5.0,0.165,0.2,30.17
apcsp 11.0x5.0,apcsp,11.0,5.0,0.165,0.25,31.5
apcsp 11.0x5.0,apcsp,11.0,5.0,0.162,0.3,29.54
apcsp 11.0x5.0,apcsp,11.0,5.0,0.16,0.35,26.43
apcsp 11.0x5.0,apcsp,11.0,5.0,0.16,0.4,23.57
apcsp 11.0x5.0,apcsp,11.0,5.0,0.161,0.45,21.03
apcsp 11.0x5.0,apcsp,11.0,5.0,0.162,0.5,18.92
apcsp 11.0x5.0,apcsp,11.0,5.0,0.162,0.55,17.14
apcsp 11.0x5.0,apcsp,11.0,5.0,0.161,0.6,15.69
apcsp 11.0x5.0,apcsp,11.0,5.0,0.158,0.65,14.44
apcsp 11.0x5.0,apcsp,11.0,5.0,0.152,0.7,13.29
apcsp 11.0x5.0,apcsp,11.0,5.0,0.142,0.75,12.44
apcsp 11.0x5.0,apcsp,11.0,5.0,0.128,0.8,11.32
apcsp 11.0x5.0,apcsp,11.0,5.0,0.109,0.85,10.27
apcsp 11.0x5.0,apcsp,11.0,5.0,0.083,0.9,9.07
apcsp 11.0x5.0,apcsp,11.0,5.0,0.05,0.95,7.28
apcsp 11.0x5.0,apcsp,11.0,5.0,0.015,1.0,5.42
apcsp 11.0x6.0,apcsp,11.0,6.0,0.17,0.15,30.93
apcsp 11.0x6.0,apcsp,11.0,6.0,0.168,0.2,34.15
apcsp 11.0x6.0,apcsp,11.0,6.0,0.168,0.25,35.7
apcsp 11.0x6.0,apcsp,11.0,6.0,0.165,0.3,33.81
apcsp 11.0x6.0,apcsp,11.0,6.0,0.162,0.35,30.71
apcsp 11.0x6.0,apcsp,11.0,6.0,0.161,0.4,27.77
apcsp 11.0x6.0,apcsp,11.0,6.0,0.162,0.45,25.06
apcsp 11.0x6.0,apcsp,11.0,6.0,0.163,0.5,22.67
apcsp 11.0x6.0,apcsp,11.0,6.0,0.164,0.55,20.76
apcsp 11.0x6.0,apcsp,11.0,6.0,0.163,0.6,19.25
apcsp 11.0x6.0,apcsp,11.0,6.0,0.16,0.65,17.97
apcsp 11.0x6.0,apcsp,11.0,6.0,0.153,0.7,16.76
apcsp 11.0x6.0,apcsp,11.0,6.0,0.144,0.75,15.61
apcsp 11.0x6.0,apcsp,11.0,6.0,0.129,0.8,14.39
apcsp 11.0x6.0,apcsp,11.0,6.0,0.11,0.85,13.2
apcsp 11.0x6.0,apcsp,11.0,6.0,0.085,0.9,12.22
apcsp 11.0x6.0,apcsp,11.0,6.0,0.051,0.95,10.99
apcsp 11.0x6.0,apcsp,11.0,6.0,0.017,1.0,9.74
apcsp 11.0x7.0,apcsp,11.0,7.0,0.167,0.15,31.46
apcsp 11.0x7.0,apcsp,11.0,7.0,0.166,0.2,36.57
apcsp 11.0x7.0,apcsp,11.0,7.0,0.167,0.25,39.02
apcsp 11.0x7.0,apcsp,11.0,7.0,0.164,0.3,37.25
apcsp 11.0x7.0,apcsp,11.0,7.0,0.162,0.35,34.15
apcsp 11.0x7.0,apcsp,11.0,7.0,0.161,0.4,31.09
apcsp 11.0x7.0,apcsp,11.0,7.0,0.162,0.45,28.14
apcsp 11.0x7.0,apcsp,11.0,7.0,0.163,0.5,25.58
apcsp 11.0x7.0,apcsp,11.0,7.0,0.163,0.55,23.49
apcsp 11.0x7.0,apcsp,11.0,7.0,0.162,0.6,21.58
apcsp 11.0x7.0,apcsp,11.0,7.0,0.159,0.65,19.88
apcsp 11.0x7.0,apcsp,11.0,7.0,0.153,0.7,18.28
apcsp 11.0x7.0,apcsp,11.0,7.0,0.143,0.75,16.85
apcsp 11.0x7.0,apcsp,11.0,7.0,0.129,0.8,15.4
apcsp 11.0x7.0,apcsp,11.0,7.0,0.11,0.85,14.01
apcsp 11.0x7.0,apcsp,11.0,7.0,0.084,0.9,12.65
apcsp 11.0x7.0,apcsp,11.0,7.0,0.051,0.95,11.03
apcsp 11.0x7.0,apcsp,11.0,7.0,0.017,1.0,9.39
apcsp 11.0x8.0,apcsp,11.0,8.0,0.167,0.15,33.69
apcsp 11.0x8.0,apcsp,11.0,8.0,0.166,0.2,39.3
apcsp 11.0x8.0,apcsp,11.0,8.0,0.166,0.25,42.13
apcsp 11.0x8.0,apcsp,11.0,8.0,0.164,0.3,40.42
apcsp 11.0x8.0,apcsp,11.0,8.0,0.161,0.35,37.05
apcsp 11.0x8.0,apcsp,11.0,8.0,0.161,0.4,33.81
apcsp 11.0x8.0,apcsp,11.0,8.0,0.162,0.45,30.8
apcsp 11.0x8.0,apcsp,11.0,8.0,0.162,0.5,27.97
apcsp 11.0x8.0,apcsp,11.0,8.0,0.162,0.55,25.52
apcsp 11.0x8.0,apcsp,11.0,8.0,0.162,0.6,23.28
apcsp 11.0x8.0,apcsp,11.0,8.0,0.159,0.65,21.4
apcsp 11.0x8.0,apcsp,11.0,8.0,0.152,0.7,19.68
apcsp 11.0x8.0,apcsp,11.0,8.0,0.143,0.75,18.01
apcsp 11.0x8.0,apcsp,11.0,8.0,0.129,0.8,16.52
apcsp 11.0x8.0,apcsp,11.0,8.0,0.109,0.85,15.07
apcsp 11.0x8.0,apcsp,11.0,8.0,0.084,0.9,13.26
apcsp 11.0x8.0,apcsp,11.0,8.0,0.051,0.95,11.87
apcsp 11.0x8.0,apcsp,11.0,8.0,0.017,1.0,10.54
apcsp 11.0x9.0,apcsp,11.0,9.0,0.167,0.15,36.2
apcsp 11.0x9.0,apcsp,11.0,9.0,0.165,0.2,42.16
apcsp 11.0x9.0,apcsp,11.0,9.0,0.167,0.25,45.18
apcsp 11.0x9.0,apcsp,11.0,9.0,0.164,0.3,43.27
apcsp 11.0x9.0,apcsp,11.0,9.0,0.161,0.35,39.74
apcsp 11.0x9.0,apcsp,11.0,9.0,0.161,0.4,36.31
apcsp 11.0x9.0,apcsp,11.0,9.0,0.161,0.45,33.07
apcsp 11.0x9.0,apcsp,11.0,9.0,0.162,0.5,30.2
apcsp 11.0x9.0,apcsp,11.0,9.0,0.163,0.55,27.7
apcsp 11.0x9.0,apcsp,11.0,9.0,0.162,0.6,25.55
apcsp 11.0x9.0,apcsp,11.0,9.0,0.159,0.65,23.63
apcsp 11.0x9.0,apcsp,11.0,9.0,0.153,0.7,21.85
apcsp 11.0x9.0,apcsp,11.0,9.0,0.144,0.75,20.18
apcsp 11.0x9.0,apcsp,11.0,9.0,0.13,0.8,18.93
apcsp 11.0x9.0,apcsp,11.0,9.0,0.111,0.85,17.71
apcsp 11.0x9.0,apcsp,11.0,9.0,0.085,0.9,16.88
apcsp 11.0x9.0,apcsp,11.0,9.0,0.052,0.95,15.31
apcsp 11.0x9.0,apcsp,11.0,9.0,0.019,1.0,13.67
apcsp 14.0x13.0,apcsp,14.0,13.0,0.143,0.15,37.64
apcsp 14.0x13.0,apcsp,14.0,13.0,0.14,0.2,44.46
apcsp 14.0x13.0,apcsp,14.0,13.0,0.14,0.25,47.79
apcsp 14.0x13.0,apcsp,14.0,13.0,0.14,0.3,46.71
apcsp 14.0x13.0,apcsp,14.0,13.0,0.141,0.35,43.63
apcsp 14.0x13.0,apcsp,14.0,13.0,0.143,0.4,39.82
apcsp 14.0x13.0,apcsp,14.0,13.0,0.147,0.45,36.06
apcsp 14.0x13.0,apcsp,14.0,13.0,0.15,0.5,32.77
apcsp 14.0x13.0,apcsp,14.0,13.0,0.153,0.55,29.99
apcsp 14.0x13.0,apcsp,14.0,13.0,0.155,0.6,27.62
apcsp 14.0x13.0,apcsp,14.0,13.0,0.155,0.65,25.54
apcsp 14.0x13.0,apcsp,14.0,13.0,0.152,0.7,23.8
apcsp 14.0x13.0,apcsp,14.0,13.0,0.144,0.75,22.25
apcsp 14.0x13.0,apcsp,14.0,13.0,0.131,0.8,20.78
apcsp 14.0x13.0,apcsp,14.0,13.0,0.113,0.85,19.56
apcsp 14.0x13.0,apcsp,14.0,13.0,0.088,0.9,18.04
apcsp 14.0x13.0,apcsp,14.0,13.0,0.055,0.95,16.0
apcsp 14.0x13.0,apcsp,14.0,13.0,0.021,1.0,13.93
apcsp 9.0x7.0,apcsp,9.0,7.0,0.18,0.15,35.61
apcsp 9.0x7.0,apcsp,9.0,7.0,0.158,0.2,39.44
apcsp 9.0x7.0,apcsp,9.0,7.0,0.157,0.25,42.45
apcsp 9.0x7.0,apcsp,9.0,7.0,0.156,0.3,41.18
apcsp 9.0x7.0,apcsp,9.0,7.0,0.154,0.35,37.35
apcsp 9.0x7.0,apcsp,9.0,7.0,0.155,0.4,33.74
apcsp 9.0x7.0,apcsp,9.0,7.0,0.157,0.45,30.77
apcsp 9.0x7.0,apcsp,9.0,7.0,0.16,0.5,27.98
apcsp 9.0x7.0,apcsp,9.0,7.0,0.162,0.55,25.54
apcsp 9.0x7.0,apcsp,9.0,7.0,0.162,0.6,23.41
apcsp 9.0x7.0,apcsp,9.0,7.0,0.161,0.65,21.87
apcsp 9.0x7.0,apcsp,9.0,7.0,0.156,0.7,20.17
apcsp 9.0x7.0,apcsp,9.0,7.0,0.147,0.75,18.87
apcsp 9.0x7.0,apcsp,9.0,7.0,0.134,0.8,17.76
apcsp 9.0x7.0,apcsp,9.0,7.0,0.115,0.85,16.05
apcsp 9.0x7.0,apcsp,9.0,7.0,0.091,0.9,14.17
apcsp 9.0x7.0,apcsp,9.0,7.0,0.057,0.95,12.29
apcsp 9.0x7.0,apcsp,9.0,7.0,0.024,1.0,10.41
grcp 10.0x6.0,grcp,10.0,6.0,0.164,0.15,37.54
grcp 10.0x6.0,grcp,10.0,6.0,0.161,0.2,40.62
grcp 10.0x6.0,grcp,10.0,6.0,0.16,0.25,40.85
grcp 10.0x6.0,grcp,10.0,6.0,0.161,0.3,37.75
grcp 10.0x6.0,grcp,10.0,6.0,0.16,0.35,33.31
grcp 10.0x6.0,grcp,10.0,6.0,0.157,0.4,29.35
grcp 10.0x6.0,grcp,10.0,6.0,0.154,0.45,26.1
grcp 10.0x6.0,grcp,10.0,6.0,0.15,0.5,23.3
grcp 10.0x6.0,grcp,10.0,6.0,0.147,0.55,20.97
grcp 10.0x6.0,grcp,10.0,6.0,0.144,0.6,19.12
grcp 10.0x6.0,grcp,10.0,6.0,0.14,0.65,17.55
grcp 10.0x6.0,grcp,10.0,6.0,0.135,0.7,16.17
grcp 10.0x6.0,grcp,10.0,6.0,0.13,0.75,15.09
grcp 10.0x6.0,grcp,10.0,6.0,0.124,0.8,13.95
grcp 10.0x6.0,grcp,10.0,6.0,0.114,0.85,12.83
grcp 10.0x6.0,grcp,10.0,6.0,0.099,0.9,12.03
grcp 10.0x6.0,grcp,10.0,6.0,0.071,0.95,11.44
grcp 10.0x6.0,grcp,10.0,6.0,0.042,1.0,10.85
grcp 10.0x8.0,grcp,10.0,8.0,0.166,0.15,44.49
grcp 10.0x8.0,grcp,10.0,8.0,0.163,0.2,48.96
grcp 10.0x8.0,grcp,10.0,8.0,0.164,0.25,49.16
grcp 10.0x8.0,grcp,10.0,8.0,0.168,0.3,45.16
grcp 10.0x8.0,grcp,10.0,8.0,0.172,0.35,40.13
grcp 10.0x8.0,grcp,10.0,8.0,0.172,0.4,35.75
grcp 10.0x8.0,grcp,10.0,8.0,0.17,0.45,31.96
grcp 10.0x8.0,grcp,10.0,8.0,0.167,0.5,28.7
grcp 10.0x8.0,grcp,10.0,8.0,0.162,0.55,26.11
grcp 10.0x8.0,grcp,10.0,8.0,0.157,0.6,23.81
grcp 10.0x8.0,grcp,10.0,8.0,0.151,0.65,21.83
grcp 10.0x8.0,grcp,10.0,8.0,0.144,0.7,20.16
grcp 10.0x8.0,grcp,10.0,8.0,0.135,0.75,18.6
grcp 10.0x8.0,grcp,10.0,8.0,0.125,0.8,17.27
grcp 10.0x8.0,grcp,10.0,8.0,0.112,0.85,15.98
grcp 10.0x8.0,grcp,10.0,8.0,0.093,0.9,15.02
grcp 10.0x8.0,grcp,10.0,8.0,0.062,0.95,14.2
grcp 10.0x8.0,grcp,10.0,8.0,0.031,1.0,13.37
grcp 11.0x4.0,grcp,11.0,4.0,0.156,0.15,30.27
grcp 11.0x4.0,grcp,11.0,4.0,0.152,0.2,31.3
grcp 11.0x4.0,grcp,11.0,4.0,0.152,0.25,30.03
grcp 11.0x4.0,grcp,11.0,4.0,0.154,0.3,27.27
grcp 11.0x4.0,grcp,11.0,4.0,0.154,0.35,23.93
grcp 11.0x4.0,grcp,11.0,4.0,0.152,0.4,20.7
grcp 11.0x4.0,grcp,11.0,4.0,0.149,0.45,17.91
grcp 11.0x4.0,grcp,11.0,4.0,0.145,0.5,15.74
grcp 11.0x4.0,grcp,11.0,4.0,0.141,0.55,14.02
grcp 11.0x4.0,grcp,11.0,4.0,0.136,0.6,12.63
grcp 11.0x4.0,grcp,11.0,4.0,0.132,0.65,11.47
grcp 11.0x4.0,grcp,11.0,4.0,0.128,0.7,10.64
grcp 11.0x4.0,grcp,11.0,4.0,0.122,0.75,9.76
grcp 11.0x4.0,grcp,11.0,4.0,0.116,0.8,8.64
grcp 11.0x4.0,grcp,11.0,4.0,0.107,0.85,8.05
grcp 11.0x4.0,grcp,11.0,4.0,0.093,0.9,7.53
grcp 11.0x4.0,grcp,11.0,4.0,0.066,0.95,7.33
grcp 11.0x4.0,grcp,11.0,4.0,0.039,1.0,7.15
grcp 11.0x6.0,grcp,11.0,6.0,0.157,0.15,36.45
grcp 11.0x6.0,grcp,11.0,6.0,0.154,0.2,39.48
grcp 11.0x6.0,grcp,11.0,6.0,0.152,0.25,38.7
grcp 11.0x6.0,grcp,11.0,6.0,0.15,0.3,34.38
grcp 11.0x6.0,grcp,11.0,6.0,0.147,0.35,29.77
grcp 11.0x6.0,grcp,11.0,6.0,0.144,0.4,25.97
grcp 11.0x6.0,grcp,11.0,6.0,0.14,0.45,22.79
grcp 11.0x6.0,grcp,11.0,6.0,0.136,0.5,20.05
grcp 11.0x6.0,grcp,11.0,6.0,0.133,0.55,17.84
grcp 11.0x6.0,grcp,11.0,6.0,0.129,0.6,16.14
grcp 11.0x6.0,grcp,11.0,6.0,0.126,0.65,14.59
grcp 11.0x6.0,grcp,11.0,6.0,0.123,0.7,13.14
grcp 11.0x6.0,grcp,11.0,6.0,0.119,0.75,12.01
grcp 11.0x6.0,grcp,11.0,6.0,0.113,0.8,10.99
grcp 11.0x6.0,grcp,11.0,6.0,0.105,0.85,9.94
grcp 11.0x6.0,grcp,11.0,6.0,0.091,0.9,8.43
grcp 11.0x6.0,grcp,11.0,6.0,0.062,0.95,7.28
grcp 11.0x6.0,grcp,11.0,6.0,0.032,1.0,6.17
grcp 11.0x8.0,grcp,11.0,8.0,0.157,0.15,41.39
grcp 11.0x8.0,grcp,11.0,8.0,0.152,0.2,46.1
grcp 11.0x8.0,grcp,11.0,8.0,0.151,0.25,46.7
grcp 11.0x8.0,grcp,11.0,8.0,0.152,0.3,42.95
grcp 11.0x8.0,grcp,11.0,8.0,0.154,0.35,38.14
grcp 11.0x8.0,grcp,11.0,8.0,0.154,0.4,33.78
grcp 11.0x8.0,grcp,11.0,8.0,0.153,0.45,29.97
grcp 11.0x8.0,grcp,11.0,8.0,0.15,0.5,26.8
grcp 11.0x8.0,grcp,11.0,8.0,0.147,0.55,24.3
grcp 11.0x8.0,grcp,11.0,8.0,0.143,0.6,22.27
grcp 11.0x8.0,grcp,11.0,8.0,0.139,0.65,20.47
grcp 11.0x8.0,grcp,11.0,8.0,0.134,0.7,18.77
grcp 11.0x8.0,grcp,11.0,8.0,0.128,0.75,17.4
grcp 11.0x8.0,grcp,11.0,8.0,0.121,0.8,16.14
grcp 11.0x8.0,grcp,11.0,8.0,0.11,0.85,15.03
grcp 11.0x8.0,grcp,11.0,8.0,0.095,0.9,14.01
grcp 11.0x8.0,grcp,11.0,8.0,0.067,0.95,13.03
grcp 11.0x8.0,grcp,11.0,8.0,0.038,1.0,12.06
grcp 9.0x4.0,grcp,9.0,4.0,0.163,0.15,36.4
grcp 9.0x4.0,grcp,9.0,4.0,0.157,0.2,37.31
grcp 9.0x4.0,grcp,9.0,4.0,0.156,0.25,35.28
grcp 9.0x4.0,grcp,9.0,4.0,0.156,0.3,31.16
grcp 9.0x4.0,grcp,9.0,4.0,0.155,0.35,26.88
grcp 9.0x4.0,grcp,9.0,4.0,0.152,0.4,23.3
grcp 9.0x4.0,grcp,9.0,4.0,0.148,0.45,20.25
grcp 9.0x4.0,grcp,9.0,4.0,0.144,0.5,17.7
grcp 9.0x4.0,grcp,9.0,4.0,0.14,0.55,15.78
grcp 9.0x4.0,grcp,9.0,4.0,0.136,0.6,14.18
grcp 9.0x4.0,grcp,9.0,4.0,0.131,0.65,12.96
grcp 9.0x4.0,grcp,9.0,4.0,0.127,0.7,11.77
grcp 9.0x4.0,grcp,9.0,4.0,0.121,0.75,10.67
grcp 9.0x4.0,grcp,9.0,4.0,0.114,0.8,9.63
grcp 9.0x4.0,grcp,9.0,4.0,0.105,0.85,8.65
grcp 9.0x4.0,grcp,9.0,4.0,0.09,0.9,7.33
grcp 9.0x4.0,grcp,9.0,4.0,0.062,0.95,6.84
grcp 9.0x4.0,grcp,9.0,4.0,0.034,1.0,6.39
grcp 9.0x6.0,grcp,9.0,6.0,0.163,0.15,37.95
grcp 9.0x6.0,grcp,9.0,6.0,0.159,0.2,41.42
grcp 9.0x6.0,grcp,9.0,6.0,0.158,0.25,42.0
grcp 9.0x6.0,grcp,9.0,6.0,0.16,0.3,38.94
grcp 9.0x6.0,grcp,9.0,6.0,0.161,0.35,34.77
grcp 9.0x6.0,grcp,9.0,6.0,0.16,0.4,30.77
grcp 9.0x6.0,grcp,9.0,6.0,0.157,0.45,27.45
grcp 9.0x6.0,grcp,9.0,6.0,0.155,0.5,24.63
grcp 9.0x6.0,grcp,9.0,6.0,0.152,0.55,22.3
grcp 9.0x6.0,grcp,9.0,6.0,0.148,0.6,20.37
grcp 9.0x6.0,grcp,9.0,6.0,0.144,0.65,18.66
grcp 9.0x6.0,grcp,9.0,6.0,0.14,0.7,17.21
grcp 9.0x6.0,grcp,9.0,6.0,0.134,0.75,15.77
grcp 9.0x6.0,grcp,9.0,6.0,0.126,0.8,14.76
grcp 9.0x6.0,grcp,9.0,6.0,0.115,0.85,13.78
grcp 9.0x6.0,grcp,9.0,6.0,0.096,0.9,13.25
grcp 9.0x6.0,grcp,9.0,6.0,0.06,0.95,13.75
grcp 9.0x6.0,grcp,9.0,6.0,0.021,1.0,14.34
grcsp 10.0x6.0,grcsp,10.0,6.0,0.135,0.15,40.89
grcsp 10.0x6.0,grcsp,10.0,6.0,0.173,0.2,44.57
grcsp 10.0x6.0,grcsp,10.0,6.0,0.197,0.25,42.71
grcsp 10.0x6.0,grcsp,10.0,6.0,0.203,0.3,38.09
grcsp 10.0x6.0,grcsp,10.0,6.0,0.204,0.35,33.75
grcsp 10.0x6.0,grcsp,10.0,6.0,0.201,0.4,30.07
grcsp 10.0x6.0,grcsp,10.0,6.0,0.197,0.45,26.97
grcsp 10.0x6.0,grcsp,10.0,6.0,0.191,0.5,24.32
grcsp 10.0x6.0,grcsp,10.0,6.0,0.185,0.55,22.06
grcsp 10.0x6.0,grcsp,10.0,6.0,0.178,0.6,20.15
grcsp 10.0x6.0,grcsp,10.0,6.0,0.17,0.65,18.5
grcsp 10.0x6.0,grcsp,10.0,6.0,0.161,0.7,17.06
grcsp 10.0x6.0,grcsp,10.0,6.0,0.151,0.75,15.67
grcsp 10.0x6.0,grcsp,10.0,6.0,0.139,0.8,14.71
grcsp 10.0x6.0,grcsp,10.0,6.0,0.123,0.85,13.65
grcsp 10.0x6.0,grcsp,10.0,6.0,0.102,0.9,12.85
grcsp 10.0x6.0,grcsp,10.0,6.0,0.067,0.95,11.79
grcsp 10.0x6.0,grcsp,10.0,6.0,0.032,1.0,10.72
grcsp 10.0x8.0,grcsp,10.0,8.0,0.129,0.15,41.89
grcsp 10.0x8.0,grcsp,10.0,8.0,0.16,0.2,48.64
grcsp 10.0x8.0,grcsp,10.0,8.0,0.185,0.25,48.91
grcsp 10.0x8.0,grcsp,10.0,8.0,0.196,0.3,44.58
grcsp 10.0x8.0,grcsp,10.0,8.0,0.201,0.35,40.1
grcsp 10.0x8.0,grcsp,10.0,8.0,0.202,0.4,36.16
grcsp 10.0x8.0,grcsp,10.0,8.0,0.2,0.45,32.76
grcsp 10.0x8.0,grcsp,10.0,8.0,0.196,0.5,29.79
grcsp 10.0x8.0,grcsp,10.0,8.0,0.19,0.55,27.18
grcsp 10.0x8.0,grcsp,10.0,8.0,0.183,0.6,24.92
grcsp 10.0x8.0,grcsp,10.0,8.0,0.174,0.65,22.97
grcsp 10.0x8.0,grcsp,10.0,8.0,0.164,0.7,21.25
grcsp 10.0x8.0,grcsp,10.0,8.0,0.152,0.75,19.73
grcsp 10.0x8.0,grcsp,10.0,8.0,0.139,0.8,18.32
grcsp 10.0x8.0,grcsp,10.0,8.0,0.122,0.85,17.01
grcsp 10.0x8.0,grcsp,10.0,8.0,0.101,0.9,15.83
grcsp 10.0x8.0,grcsp,10.0,8.0,0.067,0.95,14.68
grcsp 10.0x8.0,grcsp,10.0,8.0,0.033,1.0,13.53
grcsp 9.0x5.0,grcsp,9.0,5.0,0.18,0.15,39.06
grcsp 9.0x5.0,grcsp,9.0,5.0,0.216,0.2,34.1
grcsp 9.0x5.0,grcsp,9.0,5.0,0.242,0.25,28.74
grcsp 9.0x5.0,grcsp,9.0,5.0,0.247,0.3,26.17
grcsp 9.0x5.0,grcsp,9.0,5.0,0.247,0.35,24.0
grcsp 9.0x5.0,grcsp,9.0,5.0,0.244,0.4,21.87
grcsp 9.0x5.0,grcsp,9.0,5.0,0.238,0.45,19.92
grcsp 9.0x5.0,grcsp,9.0,5.0,0.229,0.5,18.25
grcsp 9.0x5.0,grcsp,9.0,5.0,0.219,0.55,16.75
grcsp 9.0x5.0,grcsp,9.0,5.0,0.207,0.6,15.51
grcsp 9.0x5.0,grcsp,9.0,5.0,0.193,0.65,14.48
grcsp 9.0x5.0,grcsp,9.0,5.0,0.178,0.7,13.7
grcsp 9.0x5.0,grcsp,9.0,5.0,0.161,0.75,12.8
grcsp 9.0x5.0,grcsp,9.0,5.0,0.142,0.8,12.28
grcsp 9.0x5.0,grcsp,9.0,5.0,0.121,0.85,11.81
grcsp 9.0x5.0,grcsp,9.0,5.0,0.097,0.9,11.25
grcsp 9.0x5.0,grcsp,9.0,5.0,0.064,0.95,10.28
grcsp 9.0x5.0,grcsp,9.0,5.0,0.031,1.0,9.29
grcsp 9.0x6.0,grcsp,9.0,6.0,0.154,0.15,46.62
grcsp 9.0x6.0,grcsp,9.0,6.0,0.187,0.2,51.36
grcsp 9.0x6.0,grcsp,9.0,6.0,0.206,0.25,47.87
grcsp 9.0x6.0,grcsp,9.0,6.0,0.214,0.3,42.77
grcsp 9.0x6.0,grcsp,9.0,6.0,0.217,0.35,38.08
grcsp 9.0x6.0,grcsp,9.0,6.0,0.217,0.4,34.13
grcsp 9.0x6.0,grcsp,9.0,6.0,0.214,0.45,30.77
grcsp 9.0x6.0,grcsp,9.0,6.0,0.209,0.5,27.99
grcsp 9.0x6.0,grcsp,9.0,6.0,0.203,0.55,25.52
grcsp 9.0x6.0,grcsp,9.0,6.0,0.196,0.6,23.46
grcsp 9.0x6.0,grcsp,9.0,6.0,0.188,0.65,21.61
grcsp 9.0x6.0,grcsp,9.0,6.0,0.179,0.7,20.08
grcsp 9.0x6.0,grcsp,9.0,6.0,0.168,0.75,18.73
grcsp 9.0x6.0,grcsp,9.0,6.0,0.155,0.8,17.54
grcsp 9.0x6.0,grcsp,9.0,6.0,0.139,0.85,16.59
grcsp 9.0x6.0,grcsp,9.0,6.0,0.116,0.9,15.94
grcsp 9.0x6.0,grcsp,9.0,6.0,0.08,0.95,15.97
grcsp 9.0x6.0,grcsp,9.0,6.0,0.042,1.0,16.02
grsn 10.0x6.0,grsn,10.0,6.0,0.144,0.15,31.49
grsn 10.0x6.0,grsn,10.0,6.0,0.15,0.2,30.09
grsn 10.0x6.0,grsn,10.0,6.0,0.159,0.25,27.99
grsn 10.0x6.0,grsn,10.0,6.0,0.167,0.3,26.17
grsn 10.0x6.0,grsn,10.0,6.0,0.173,0.35,24.48
grsn 10.0x6.0,grsn,10.0,6.0,0.179,0.4,23.18
grsn 10.0x6.0,grsn,10.0,6.0,0.183,0.45,21.93
grsn 10.0x6.0,grsn,10.0,6.0,0.186,0.5,20.86
grsn 10.0x6.0,grsn,10.0,6.0,0.187,0.55,19.81
grsn 10.0x6.0,grsn,10.0,6.0,0.185,0.6,18.58
grsn 10.0x6.0,grsn,10.0,6.0,0.182,0.65,17.21
grsn 10.0x6.0,grsn,10.0,6.0,0.177,0.7,15.85
grsn 10.0x6.0,grsn,10.0,6.0,0.169,0.75,14.55
grsn 10.0x6.0,grsn,10.0,6.0,0.159,0.8,13.39
grsn 10.0x6.0,grsn,10.0,6.0,0.146,0.85,12.48
grsn 10.0x6.0,grsn,10.0,6.0,0.132,0.9,11.67
grsn 10.0x6.0,grsn,10.0,6.0,0.107,0.95,10.89
grsn 10.0x6.0,grsn,10.0,6.0,0.081,1.0,10.12
grsn 10.0x7.0,grsn,10.0,7.0,0.141,0.15,34.11
grsn 10.0x7.0,grsn,10.0,7.0,0.149,0.2,32.56
grsn 10.0x7.0,grsn,10.0,7.0,0.158,0.25,30.6
grsn 10.0x7.0,grsn,10.0,7.0,0.166,0.3,28.89
grsn 10.0x7.0,grsn,10.0,7.0,0.172,0.35,27.41
grsn 10.0x7.0,grsn,10.0,7.0,0.177,0.4,26.01
grsn 10.0x7.0,grsn,10.0,7.0,0.181,0.45,24.84
grsn 10.0x7.0,grsn,10.0,7.0,0.184,0.5,23.87
